id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.7,93,0,0,0,1611087596,721005,1611087596721,1611087596853,132,0
1,29.7,93,0,0,0,1611087610,752005,1611087610752,1611087610883,131,1
2,29.7,93,0,0,0,1611087624,783005,1611087624783,1611087624911,128,3
3,29.7,93,0,0,0,1611087638,814004,1611087638814,1611087638939,125,3
4,29.7,93,0,0,0,1611087652,845004,1611087652845,1611087652968,123,2
5,29.6,93,0,0,0,1611087666,876004,1611087666876,1611087666997,121,2
6,29.6,94,0,0,0,1611087680,908003,1611087680908,1611087681025,117,4
7,29.6,94,0,0,0,1611087694,939003,1611087694939,1611087695049,110,7
8,29.6,94,0,0,0,1611087708,970003,1611087708970,1611087709080,110,0
9,29.6,94,0,0,0,1611087723,2003,1611087723002,1611087723111,109,1
10,29.5,94,0,0,0,1611087737,33002,1611087737033,1611087737139,106,3
11,29.5,94,0,0,0,1611087751,64002,1611087751064,1611087751168,104,2
12,29.5,94,0,0,0,1611087765,95002,1611087765095,1611087765206,111,7
13,29.5,94,0,0,0,1611087779,126002,1611087779126,1611087779226,100,11
14,29.5,94,0,0,0,1611087793,157001,1611087793157,1611087793254,97,3
