id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.7,95,0,16.7521,0,1611157865,899274,1611157865899,1611157866144,245,0
1,28.7,95,0,16.7521,0,1611157882,189269,1611157882189,1611157882424,235,10
2,28.7,95,0,12.4786,0,1611157898,478268,1611157898478,1611157898705,227,8
3,28.8,95,0,14.7009,0,1611157914,767268,1611157914767,1611157914987,220,7
4,28.8,95,0,14.6032,0,1611157931,56268,1611157931056,1611157931269,213,7
5,28.8,95,0,14.4811,0,1611157947,344268,1611157947344,1611157947551,207,6
6,28.9,95,0,14.5299,0,1611157963,632267,1611157963632,1611157963833,201,6
7,28.9,95,0,14.5788,0,1611157979,921267,1611157979921,1611157980113,192,9
8,28.9,95,0,14.8718,0,1611157996,210267,1611157996210,1611157996395,185,7
9,28.9,95,0,14.5299,0,1611158012,499266,1611158012499,1611158012677,178,7
10,29,95,0,14.3101,0,1611158028,789266,1611158028789,1611158028958,169,9
11,28.9,95,0,13.9927,0,1611158045,78266,1611158045078,1611158045210,132,37
12,28.9,95,0,13.895,0,1611158061,367265,1611158061367,1611158061522,155,23
13,29,95,0,13.8217,0,1611158077,656265,1611158077656,1611158077802,146,9
14,28.9,95,0,13.7241,0,1611158093,945265,1611158093945,1611158094183,238,92
