id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.6,95,0,0,0,1611175598,100368,1611175598100,1611175598308,208,0
1,28.6,95,0,0,0,1611175611,645364,1611175611645,1611175611818,173,35
2,28.6,95,0,0,0,1611175625,188368,1611175625188,1611175625437,249,76
3,28.5,95,0,0,0,1611175638,731363,1611175638731,1611175638951,220,29
4,28.5,95,0,0,0,1611175652,273363,1611175652273,1611175652468,195,25
5,28.5,95,0,0,0,1611175665,817363,1611175665817,1611175665985,168,27
6,28.4,95,0,0,0,1611175679,362363,1611175679362,1611175679604,242,74
7,28.5,95,0,0,0,1611175692,905362,1611175692905,1611175693120,215,27
8,28.6,95,0,0,0,1611175706,449362,1611175706449,1611175706638,189,26
9,28.6,95,0,0,0,1611175719,991362,1611175719991,1611175720154,163,26
10,28.6,95,0,0,0,1611175733,535362,1611175733535,1611175733775,240,77
11,28.6,95,0,0,0,1611175747,79361,1611175747079,1611175747290,211,29
12,28.6,95,0,0,0,1611175760,622361,1611175760622,1611175760806,184,27
13,28.7,95,0,0,0,1611175774,164361,1611175774164,1611175774323,159,25
14,28.5,95,0,0,0,1611175787,706360,1611175787706,1611175787941,235,76
