id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.8,89,0,5.2503,0,1611077358,187761,1611077358187,1611077358439,252,0
1,30.6,89,0,5.2259,0,1611077370,215763,1611077370215,1611077370459,244,8
2,30.6,89,0,5.1526,0,1611077382,242757,1611077382242,1611077382483,241,3
3,30.7,89,0,5.0794,0,1611077394,269763,1611077394269,1611077394509,240,1
4,30.8,89,0,5.0794,0,1611077406,296756,1611077406296,1611077406542,246,6
5,30.8,88,0,5.0305,0,1611077418,323762,1611077418323,1611077418564,241,5
6,30.9,88,0,5.0794,0,1611077430,350756,1611077430350,1611077430588,238,3
7,30.9,88,0,5.0549,0,1611077442,377762,1611077442377,1611077442615,238,0
8,30.9,88,0,5.0549,0,1611077454,445755,1611077454445,1611077454683,238,0
9,30.9,88,0,5.0305,0,1611077466,472761,1611077466472,1611077466710,238,0
10,30.9,88,0,4.9084,0,1611077478,540755,1611077478540,1611077478776,236,2
11,30.9,88,0,4.8596,0,1611077490,567761,1611077490567,1611077490803,236,0
12,30.9,89,0,4.8352,0,1611077502,594753,1611077502594,1611077502827,233,3
13,30.8,88,0,4.7619,0,1611077514,621759,1611077514621,1611077514858,237,4
14,30.8,89,0,4.9084,0,1611077526,648753,1611077526648,1611077526884,236,1
