id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,15.65,0,1611161059,546888,1611161059546,1611161059776,230,0
1,29.6,95,0,15.68,0,1611161080,592884,1611161080592,1611161080859,267,37
2,29.5,95,0,14.95,0,1611161101,637884,1611161101637,1611161101860,223,44
3,29.5,95,0,13.68,0,1611161122,682883,1611161122682,1611161122950,268,45
4,29.4,95,0,14.07,0,1611161143,728883,1611161143728,1611161143940,212,56
5,29.5,95,0,14.46,0,1611161164,773882,1611161164773,1611161165033,260,48
6,29.4,95,0,15.51,0,1611161185,818882,1611161185818,1611161186027,209,51
7,29.5,95,0,15.73,0,1611161206,862882,1611161206862,1611161207121,259,50
8,29.5,95,0,15.75,0,1611161227,907881,1611161227907,1611161228112,205,54
9,29.5,95,0,15.68,0,1611161248,952881,1611161248952,1611161249206,254,49
10,29.5,95,0,16,0,1611161269,997880,1611161269997,1611161270198,201,53
11,29.5,95,0,15.9,0,1611161291,43880,1611161291043,1611161291293,250,49
12,29.5,95,0,15.65,0,1611161312,88879,1611161312088,1611161312284,196,54
13,29.5,95,0,15.38,0,1611161333,132879,1611161333132,1611161333379,247,51
14,29.5,95,0,15.24,0,1611161354,176879,1611161354176,1611161354370,194,53
