id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.6,95,0,0,0,1611175167,622820,1611175167622,1611175167915,293,0
1,28.6,95,0,0,0,1611175183,667820,1611175183667,1611175183787,120,173
2,28.6,95,0,0,0,1611175199,710820,1611175199710,1611175199864,154,34
3,28.6,95,0,0,0,1611175215,755819,1611175215755,1611175215839,84,70
4,28.6,95,0,0,0,1611175231,800819,1611175231800,1611175231916,116,32
5,28.6,95,0,0,0,1611175247,846819,1611175247846,1611175247992,146,30
6,28.6,95,0,0,0,1611175263,892818,1611175263892,1611175263966,74,72
7,28.6,95,0,0,0,1611175279,937818,1611175279937,1611175280042,105,31
9,28.7,95,0,0,0,1611175312,27817,1611175312027,1611175312095,68,37
10,28.7,95,0,0,0,1611175328,72817,1611175328072,1611175328171,99,31
11,28.6,95,0,0,0,1611175344,116817,1611175344116,1611175344249,133,34
12,28.6,95,0,0,0,1611175360,161816,1611175360161,1611175360222,61,72
13,28.6,95,0,0,0,1611175376,206816,1611175376206,1611175376299,93,32
14,28.6,95,0,0,0,1611175392,251816,1611175392251,1611175392374,123,30
