exp1/qos0_64b0ms_1.csv: 49598/49598, 0.96 ms
exp1/qos0_64b0ms_2.csv: 50094/50094, 0.91 ms
exp1/qos0_64b0ms_3.csv: 49865/49865, 0.93 ms
exp1/qos0_64b20ms_1.csv: 2937/2937, 2.39 ms
exp1/qos0_64b20ms_2.csv: 2935/2935, 2.28 ms
exp1/qos0_64b20ms_3.csv: 2934/2934, 2.26 ms
exp1/qos0_64b40ms_1.csv: 1483/1483, 2.45 ms
exp1/qos0_64b40ms_2.csv: 1484/1484, 2.40 ms
exp1/qos0_64b40ms_3.csv: 1484/1484, 2.37 ms
exp1/qos0_64b60ms_1.csv: 993/993, 2.47 ms
exp1/qos0_64b60ms_2.csv: 993/993, 2.48 ms
exp1/qos0_64b60ms_3.csv: 993/993, 2.50 ms
exp1/qos0_64b80ms_1.csv: 746/746, 2.53 ms
exp1/qos0_64b80ms_2.csv: 746/746, 2.53 ms
exp1/qos0_64b80ms_3.csv: 746/746, 2.48 ms
exp1/qos0_64b100ms_1.csv: 598/598, 2.55 ms
exp1/qos0_64b100ms_2.csv: 598/598, 2.60 ms
exp1/qos0_64b100ms_3.csv: 598/598, 2.56 ms

exp1/qos1_64b0ms_1.csv: 52876/52876, 1.22 ms
exp1/qos1_64b0ms_2.csv: 52788/52788, 1.21 ms
exp1/qos1_64b0ms_3.csv: 52750/52750, 1.20 ms
exp1/qos1_64b20ms_1.csv: 2954/2954, 2.56 ms
exp1/qos1_64b20ms_2.csv: 2952/2952, 2.35 ms
exp1/qos1_64b20ms_3.csv: 2952/2952, 2.30 ms
exp1/qos1_64b40ms_1.csv: 1489/1489, 2.42 ms
exp1/qos1_64b40ms_2.csv: 1488/1488, 2.43 ms
exp1/qos1_64b40ms_3.csv: 1489/1489, 2.43 ms
exp1/qos1_64b60ms_1.csv: 996/996, 3.11 ms
exp1/qos1_64b60ms_2.csv: 995/995, 2.88 ms
exp1/qos1_64b60ms_3.csv: 996/996, 2.76 ms
exp1/qos1_64b80ms_1.csv: 748/748, 2.73 ms
exp1/qos1_64b80ms_2.csv: 748/748, 2.70 ms
exp1/qos1_64b80ms_3.csv: 748/748, 2.72 ms
exp1/qos1_64b100ms_1.csv: 599/599, 2.69 ms
exp1/qos1_64b100ms_2.csv: 599/599, 2.67 ms
exp1/qos1_64b100ms_3.csv: 599/599, 2.69 ms

exp1/qos2_64b0ms_1.csv: 49239/49239, 0.94 ms
exp1/qos2_64b0ms_2.csv: 49546/49546, 0.93 ms
exp1/qos2_64b0ms_3.csv: 49432/49432, 0.94 ms
exp1/qos2_64b20ms_1.csv: 2936/2936, 2.44 ms
exp1/qos2_64b20ms_2.csv: 2932/2932, 2.29 ms
exp1/qos2_64b20ms_3.csv: 2932/2932, 2.23 ms
exp1/qos2_64b40ms_1.csv: 1483/1483, 2.41 ms
exp1/qos2_64b40ms_2.csv: 1483/1483, 2.72 ms
exp1/qos2_64b40ms_3.csv: 1483/1483, 2.49 ms
exp1/qos2_64b60ms_1.csv: 993/993, 2.62 ms
exp1/qos2_64b60ms_2.csv: 993/993, 2.62 ms
exp1/qos2_64b60ms_3.csv: 993/993, 2.56 ms
exp1/qos2_64b80ms_1.csv: 746/746, 2.56 ms
exp1/qos2_64b80ms_2.csv: 746/746, 2.54 ms
exp1/qos2_64b80ms_3.csv: 746/746, 2.65 ms
exp1/qos2_64b100ms_1.csv: 598/598, 2.54 ms
exp1/qos2_64b100ms_2.csv: 598/598, 2.65 ms
exp1/qos2_64b100ms_3.csv: 598/598, 2.56 ms

exp1/qos0_1024b0ms_1.csv: 48825/48825, 35.90 ms
exp1/qos0_1024b0ms_2.csv: 48903/48903, 35.90 ms
exp1/qos0_1024b0ms_3.csv: 48921/48921, 35.88 ms
exp1/qos0_1024b20ms_1.csv: 2939/2939, 20.20 ms
exp1/qos0_1024b20ms_2.csv: 2937/2937, 19.63 ms
exp1/qos0_1024b20ms_3.csv: 2937/2937, 19.41 ms
exp1/qos0_1024b40ms_1.csv: 1485/1485, 18.56 ms
exp1/qos0_1024b40ms_2.csv: 1484/1484, 18.17 ms
exp1/qos0_1024b40ms_3.csv: 1485/1485, 18.02 ms
exp1/qos0_1024b60ms_1.csv: 992/992, 2.48 ms
exp1/qos0_1024b60ms_2.csv: 992/992, 2.58 ms
exp1/qos0_1024b60ms_3.csv: 992/992, 2.49 ms
exp1/qos0_1024b80ms_1.csv: 746/746, 2.53 ms
exp1/qos0_1024b80ms_2.csv: 746/746, 2.53 ms
exp1/qos0_1024b80ms_3.csv: 746/746, 2.55 ms
exp1/qos0_1024b100ms_1.csv: 598/598, 2.52 ms
exp1/qos0_1024b100ms_2.csv: 598/598, 2.62 ms
exp1/qos0_1024b100ms_3.csv: 598/598, 2.56 ms

exp1/qos1_1024b0ms_1.csv: 52934/52934, 1.16 ms
exp1/qos1_1024b0ms_2.csv: 53098/53098, 1.17 ms
exp1/qos1_1024b0ms_3.csv: 52652/52652, 1.19 ms
exp1/qos1_1024b20ms_1.csv: 2951/2951, 2.61 ms
exp1/qos1_1024b20ms_2.csv: 2951/2951, 2.38 ms
exp1/qos1_1024b20ms_3.csv: 2949/2949, 2.38 ms
exp1/qos1_1024b40ms_1.csv: 1488/1488, 2.49 ms
exp1/qos1_1024b40ms_2.csv: 1488/1488, 2.46 ms
exp1/qos1_1024b40ms_3.csv: 1488/1488, 2.49 ms
exp1/qos1_1024b60ms_1.csv: 995/995, 3.16 ms
exp1/qos1_1024b60ms_2.csv: 995/995, 2.94 ms
exp1/qos1_1024b60ms_3.csv: 995/995, 2.77 ms
exp1/qos1_1024b80ms_1.csv: 748/748, 2.76 ms
exp1/qos1_1024b80ms_2.csv: 748/748, 2.73 ms
exp1/qos1_1024b80ms_3.csv: 748/748, 2.79 ms
exp1/qos1_1024b100ms_1.csv: 599/599, 2.81 ms
exp1/qos1_1024b100ms_2.csv: 599/599, 2.79 ms
exp1/qos1_1024b100ms_3.csv: 599/599, 2.75 ms

exp1/qos2_1024b0ms_1.csv: 48278/48278, 36.56 ms
exp1/qos2_1024b0ms_2.csv: 48452/48452, 36.66 ms
exp1/qos2_1024b0ms_3.csv: 48493/48493, 36.44 ms
exp1/qos2_1024b20ms_1.csv: 2939/2939, 20.31 ms
exp1/qos2_1024b20ms_2.csv: 2935/2935, 19.71 ms
exp1/qos2_1024b20ms_3.csv: 2935/2935, 19.86 ms
exp1/qos2_1024b40ms_1.csv: 1484/1484, 18.07 ms
