id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.6,95,0,0,0,1611175599,108364,1611175599108,1611175599322,214,0
1,28.6,95,0,0,0,1611175612,653364,1611175612653,1611175612839,186,28
2,28.6,95,0,0,0,1611175626,194364,1611175626194,1611175626356,162,24
3,28.5,95,0,0,0,1611175639,739363,1611175639739,1611175639976,237,75
4,28.5,95,0,0,0,1611175653,280363,1611175653280,1611175653492,212,25
5,28.5,95,0,0,0,1611175666,825366,1611175666825,1611175666965,140,72
6,28.4,95,0,0,0,1611175680,368363,1611175680368,1611175680526,158,18
7,28.5,95,0,0,0,1611175693,913362,1611175693913,1611175694144,231,73
8,28.6,95,0,0,0,1611175707,455362,1611175707455,1611175707588,133,98
9,28.6,95,0,0,0,1611175720,999362,1611175720999,1611175721179,180,47
10,28.6,95,0,0,0,1611175734,542361,1611175734542,1611175734694,152,28
11,28.6,95,0,0,0,1611175748,87361,1611175748087,1611175748313,226,74
12,28.6,95,0,0,0,1611175761,628361,1611175761628,1611175761761,133,93
13,28.7,95,0,0,0,1611175775,171361,1611175775171,1611175775346,175,42
14,28.5,95,0,0,0,1611175788,713360,1611175788713,1611175788863,150,25
