id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.4,90,0,3.3944,0,1611078363,990107,1611078363990,1611078364152,162,0
1,30.4,90,0,3.3944,0,1611078375,268109,1611078375268,1611078375421,153,9
2,30.4,90,0,3.4432,0,1611078386,545103,1611078386545,1611078386697,152,1
3,30.4,90,0,3.3944,0,1611078397,822108,1611078397822,1611078397976,154,2
4,30.4,90,0,3.4188,0,1611078409,99102,1611078409099,1611078409251,152,2
5,30.4,90,0,3.3944,0,1611078420,376108,1611078420376,1611078420528,152,0
6,30.5,90,0,3.37,0,1611078431,653102,1611078431653,1611078431804,151,1
7,30.6,90,0,3.37,0,1611078442,930108,1611078442930,1611078443081,151,0
8,30.4,90,0,3.3944,0,1611078454,207100,1611078454207,1611078454358,151,0
9,30.4,90,0,3.2967,0,1611078465,484107,1611078465484,1611078465635,151,0
10,30.5,90,0,3.37,0,1611078476,761100,1611078476761,1611078476911,150,1
11,30.5,90,0,3.2479,0,1611078488,38107,1611078488038,1611078488188,150,0
12,30.5,90,0,3.2723,0,1611078499,315099,1611078499315,1611078499465,150,0
13,30.5,90,0,3.1258,0,1611078510,592105,1611078510592,1611078510740,148,2
14,30.6,90,0,3.1258,0,1611078521,869099,1611078521869,1611078522019,150,2
