id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.5,95,0,12.01,0,1611155473,479916,1611155473479,1611155473689,210,0
1,28.6,95,0,12.16,0,1611155486,268916,1611155486268,1611155486489,221,11
2,28.6,95,0,12.11,0,1611155499,54915,1611155499054,1611155499188,134,87
3,28.6,95,0,12.11,0,1611155511,843915,1611155511843,1611155511986,143,9
4,28.6,95,0,12.11,0,1611155524,632915,1611155524632,1611155524741,109,34
5,28.7,95,0,12.11,0,1611155537,421915,1611155537421,1611155537524,103,6
6,28.6,95,0,12.09,0,1611155550,209914,1611155550209,1611155550388,179,76
7,28.6,95,0,12.11,0,1611155562,995914,1611155562995,1611155563185,190,11
8,28.5,95,0,12.16,0,1611155575,784914,1611155575784,1611155575985,201,11
9,28.6,95,0,12.14,0,1611155588,573922,1611155588573,1611155588739,166,35
10,28.6,95,0,12.16,0,1611155601,361913,1611155601361,1611155601485,124,42
11,28.6,95,0,12.33,0,1611155614,149913,1611155614149,1611155614284,135,11
12,28.6,95,0,12.23,0,1611155626,938913,1611155626938,1611155627082,144,9
13,28.6,95,0,12.23,0,1611155639,727913,1611155639727,1611155639829,102,42
14,28.6,95,0,13.38,0,1611155652,515912,1611155652515,1611155652616,101,1
