id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.700001,95,0,0,0,1611176387,741100,1611176387741,1611176387907,166,0
1,28.700001,95,0,0,0,1611176408,788095,1611176408788,1611176408996,208,42
2,28.9,95,0,0,0,1611176429,833095,1611176429833,1611176429984,151,57
3,28.9,95,0,0,0,1611176450,878094,1611176450878,1611176451079,201,50
4,28.9,95,0,0,0,1611176471,922094,1611176471922,1611176472071,149,52
5,29,95,0,0,0,1611176492,967094,1611176492967,1611176493166,199,50
6,28.9,95,0,0,0,1611176514,13093,1611176514013,1611176514157,144,55
7,29,95,0,0,0,1611176535,57093,1611176535057,1611176535247,190,46
8,29,95,0,0,0,1611176556,102092,1611176556102,1611176556243,141,49
9,29,95,0,0,0,1611176577,147092,1611176577147,1611176577340,193,52
10,28.9,95,0,0,0,1611176598,192090,1611176598192,1611176598327,135,58
11,29,95,0,0,0,1611176619,237090,1611176619237,1611176619423,186,51
12,29,95,0,0,0,1611176640,283090,1611176640283,1611176640414,131,55
13,29,95,0,0,0,1611176661,328089,1611176661328,1611176661508,180,49
14,29,95,0,0,0,1611176682,373089,1611176682373,1611176682501,128,52
