id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.8,95,0,0,0,1611092817,256247,1611092817256,1611092817365,109,0
1,29.8,95,0,0,0,1611092832,42246,1611092832042,1611092832109,67,42
2,29.8,95,0,0,0,1611092846,827246,1611092846827,1611092846963,136,69
3,29.8,95,0,0,0,1611092861,612246,1611092861612,1611092862009,397,261
4,29.7,95,0,0,0,1611092876,397245,1611092876397,1611092876448,51,346
5,29.8,95,0,0,0,1611092891,183245,1611092891183,1611092891297,114,63
6,29.8,95,0,0,0,1611092905,968245,1611092905968,1611092906041,73,41
7,29.8,95,0,0,0,1611092920,753244,1611092920753,1611092920890,137,64
8,29.9,95,0,0,0,1611092935,539244,1611092935539,1611092935642,103,34
9,29.9,95,0,0,0,1611092950,323244,1611092950323,1611092950356,33,70
10,29.9,95,0,0,0,1611092965,108244,1611092965108,1611092965227,119,86
11,29.9,95,0,0,0,1611092979,893243,1611092979893,1611092979973,80,39
12,30,94,0,0,0,1611092994,677243,1611092994677,1611092994821,144,64
13,30,94,0,0,0,1611093009,463243,1611093009463,1611093009566,103,41
14,29.9,95,0,0,0,1611093024,248242,1611093024248,1611093024310,62,41
