id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.6,94,0,0,0,1611087913,855814,1611087913855,1611087913992,137,0
1,29.6,94,0,0,0,1611087927,137812,1611087927137,1611087927296,159,22
2,29.5,94,0,0,0,1611087940,418811,1611087940418,1611087940506,88,71
3,29.5,94,0,0,0,1611087953,699811,1611087953699,1611087953817,118,30
4,29.5,95,0,0,0,1611087966,980811,1611087966980,1611087967129,149,31
5,29.4,95,0,0,0,1611087980,261811,1611087980261,1611087980439,178,29
6,29.4,95,0,0,0,1611087993,542810,1611087993542,1611087993648,106,72
7,29.4,95,0,0,0,1611088006,824810,1611088006824,1611088007062,238,132
8,29.2,95,0,0,0,1611088020,104810,1611088020104,1611088020273,169,69
9,29.4,95,0,0,0,1611088033,385810,1611088033385,1611088033482,97,72
10,29.4,95,0,0,0,1611088046,666809,1611088046666,1611088046795,129,32
11,29.3,95,0,0,0,1611088059,947809,1611088059947,1611088060106,159,30
12,29.3,95,0,0,0,1611088073,228809,1611088073228,1611088073316,88,71
13,29.3,95,0,0,0,1611088086,509809,1611088086509,1611088086628,119,31
14,29.4,95,0,0,0,1611088099,790808,1611088099790,1611088099940,150,31
