id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.4,95,0,0.05,0,1611086153,131661,1611086153131,1611086153433,302,0
1,29.4,94,0,0.02,0,1611086167,162660,1611086167162,1611086167467,305,3
2,29.4,95,0,0.02,0,1611086181,193660,1611086181193,1611086181492,299,6
3,29.4,95,0,0.05,0,1611086195,224660,1611086195224,1611086195520,296,3
4,29.4,95,0,0.07,0,1611086209,255659,1611086209255,1611086209550,295,1
5,29.4,95,0,0.05,0,1611086223,286659,1611086223286,1611086223588,302,7
6,29.4,95,0,0.12,0,1611086237,317659,1611086237317,1611086237609,292,10
7,29.4,95,0,0,0,1611086251,348659,1611086251348,1611086251635,287,5
8,29.4,95,0,0,0,1611086265,379658,1611086265379,1611086265665,286,1
9,29.4,95,0,0,0,1611086279,410658,1611086279410,1611086279692,282,4
10,29.4,95,0,0.05,0,1611086293,441658,1611086293441,1611086293722,281,1
11,29.4,95,0,0.02,0,1611086307,472658,1611086307472,1611086307750,278,3
12,29.3,95,0,0.02,0,1611086321,503657,1611086321503,1611086321784,281,3
13,29.3,95,0,0.02,0,1611086335,534657,1611086335534,1611086335807,273,8
14,29.3,95,0,0.05,0,1611086349,565657,1611086349565,1611086349836,271,2
