id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,0,0,1611091493,952503,1611091493952,1611091494093,141,0
1,30.2,95,0,0,0,1611091507,487502,1611091507487,1611091507679,192,51
2,30.2,95,0,0,0,1611091521,22502,1611091521022,1611091521196,174,18
3,30.3,95,0,0,0,1611091534,558502,1611091534558,1611091534716,158,16
4,30.2,95,0,0,0,1611091548,93502,1611091548093,1611091548332,239,81
5,30.2,95,0,0,0,1611091561,628501,1611091561628,1611091561849,221,18
6,30.3,95,0,0,0,1611091575,164501,1611091575164,1611091575365,201,20
7,30.2,94,0,0,0,1611091588,699501,1611091588699,1611091588881,182,19
8,30.2,95,0,0,0,1611091602,234501,1611091602234,1611091602398,164,18
9,30.2,95,0,0,0,1611091615,770500,1611091615770,1611091616018,248,84
10,30.3,95,0,0,0,1611091629,305500,1611091629305,1611091629533,228,20
11,30.3,95,0,0,0,1611091642,840500,1611091642840,1611091643051,211,17
12,30.3,94,0,0,0,1611091656,375499,1611091656375,1611091656567,192,19
13,30.2,95,0,0,0,1611091669,910499,1611091669910,1611091670083,173,19
14,30.2,95,0,0,0,1611091683,445499,1611091683445,1611091683601,156,17
