id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.4,95,0,13.968254,0,1611160302,282392,1611160302282,1611160302424,142,0
1,29.4,95,0,11.184371,0,1611160316,821392,1611160316821,1611160316963,142,0
2,29.299999,95,0,12.087913,0,1611160331,361392,1611160331361,1611160331506,145,3
3,29.4,95,0,12.332112,0,1611160345,899391,1611160345899,1611160345960,61,84
4,29.4,95,0,12.185593,0,1611160360,438391,1611160360438,1611160360589,151,90
5,29.4,95,0,12.478633,0,1611160374,977391,1611160374977,1611160375127,150,1
6,29.4,95,0,11.892551,0,1611160389,517390,1611160389517,1611160389571,54,96
7,29.4,95,0,12.967033,0,1611160404,57390,1611160404057,1611160404208,151,97
8,29.4,95,0,12.942613,0,1611160418,596390,1611160418596,1611160418749,153,2
9,29.4,95,0,13.772894,0,1611160433,135390,1611160433135,1611160433290,155,2
10,29.4,95,0,17.680098,0,1611160447,674389,1611160447674,1611160447732,58,97
11,29.299999,95,0,13.504273,0,1611160462,213389,1611160462213,1611160462372,159,101
12,29.4,95,0,15.702076,0,1611160476,753389,1611160476753,1611160476907,154,5
13,29.4,95,0,17.802198,0,1611160491,292387,1611160491292,1611160491452,160,6
14,29.299999,95,0,18.119658,0,1611160505,831387,1611160505831,1611160505993,162,2
