id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.8,90,0,9.33,0,1611076181,528057,1611076181528,1611076181672,144,0
1,30.9,90,0,9.08,0,1611076193,306058,1611076193306,1611076193434,128,16
2,30.9,89,0,8.86,0,1611076205,83052,1611076205083,1611076205208,125,3
3,30.9,89,0,8.64,0,1611076216,860058,1611076216860,1611076216985,125,0
4,30.8,89,0,8.47,0,1611076228,637052,1611076228637,1611076228762,125,0
5,30.8,89,0,8.45,0,1611076240,414058,1611076240414,1611076240540,126,1
6,30.7,89,0,8.47,0,1611076252,191051,1611076252191,1611076252316,125,1
7,30.7,89,0,8.35,0,1611076263,968057,1611076263968,1611076264093,125,0
8,30.7,89,0,8.35,0,1611076275,745051,1611076275745,1611076275868,123,2
9,30.6,89,0,8.18,0,1611076287,522057,1611076287522,1611076287644,122,1
10,30.6,90,0,7.81,0,1611076299,299050,1611076299299,1611076299421,122,0
11,30.7,89,0,7.59,0,1611076311,76056,1611076311076,1611076311196,120,2
12,30.6,90,0,7.84,0,1611076322,853050,1611076322853,1611076322975,122,2
13,30.6,89,0,7.77,0,1611076334,630056,1611076334630,1611076334751,121,1
14,30.6,89,0,7.55,0,1611076346,407049,1611076346407,1611076346528,121,0
