id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.6,95,0,0,0,1611095380,474991,1611095380474,1611095380619,145,0
1,29.6,95,0,0,0,1611095394,8991,1611095394008,1611095394135,127,18
2,29.6,95,0,0,0,1611095407,543991,1611095407543,1611095407651,108,19
3,29.700001,95,0,0,0,1611095421,78990,1611095421078,1611095421168,90,18
4,29.6,95,0,0,0,1611095434,613990,1611095434613,1611095434685,72,18
5,29.6,95,0,0,0,1611095448,149990,1611095448149,1611095448201,52,20
6,29.6,95,0,0,0,1611095461,684990,1611095461684,1611095461819,135,83
7,29.6,95,0,0,0,1611095475,219989,1611095475219,1611095475338,119,16
8,29.700001,95,0,0,0,1611095488,755989,1611095488755,1611095488853,98,21
9,29.799999,95,0,0,0,1611095502,290989,1611095502290,1611095502369,79,19
10,29.799999,95,0,0,0,1611095515,825988,1611095515825,1611095515886,61,18
11,29.799999,95,0,0,0,1611095529,361988,1611095529361,1611095529506,145,84
12,29.9,95,0,0,0,1611095542,896988,1611095542896,1611095543023,127,18
13,29.799999,95,0,0,0,1611095556,430988,1611095556430,1611095556540,110,17
14,29.9,95,0,0,0,1611095569,965987,1611095569965,1611095570056,91,19
