id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,0,0,1611096017,114553,1611096017114,1611096017233,119,0
1,29.5,95,0,0,0,1611096029,399553,1611096029399,1611096029474,75,44
2,29.5,95,0,0,0,1611096041,684553,1611096041684,1611096041756,72,3
3,29.5,95,0,0,0,1611096053,970552,1611096053970,1611096054040,70,2
4,29.6,95,0,0,0,1611096066,253552,1611096066253,1611096066326,73,3
5,29.5,95,0,0,0,1611096078,536552,1611096078536,1611096078609,73,0
6,29.5,95,0,0,0,1611096090,818552,1611096090818,1611096090890,72,1
7,29.5,95,0,0,0,1611096103,101551,1611096103101,1611096103246,145,73
8,29.5,95,0,0,0,1611096115,386551,1611096115386,1611096115536,150,5
9,29.5,95,0,0,0,1611096127,671551,1611096127671,1611096127826,155,5
10,29.5,95,0,0,0,1611096139,956551,1611096139956,1611096140113,157,2
11,29.5,95,0,0,0,1611096152,241550,1611096152241,1611096152400,159,2
12,29.5,95,0,0,0,1611096164,526550,1611096164526,1611096164691,165,6
13,29.5,95,0,0,0,1611096176,811550,1611096176811,1611096176974,163,2
14,29.5,95,0,0,0,1611096189,96550,1611096189096,1611096189264,168,5
