id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.7,95,0,0,0,1611092418,931998,1611092418931,1611092419236,305,0
1,29.7,95,0,0,0,1611092434,966997,1611092434966,1611092435209,243,62
2,29.7,95,0,0,0,1611092451,1997,1611092451001,1611092451286,285,42
3,29.8,95,0,0,0,1611092467,36997,1611092467036,1611092467262,226,59
4,29.8,95,0,0,0,1611092483,71996,1611092483071,1611092483335,264,38
5,29.9,95,0,0,0,1611092499,107996,1611092499107,1611092499310,203,61
6,29.8,95,0,0,0,1611092515,141996,1611092515141,1611092515388,247,44
7,29.8,95,0,0,0,1611092531,176996,1611092531176,1611092531465,289,42
8,29.7,95,0,0,0,1611092547,212995,1611092547212,1611092547441,229,60
9,29.7,95,0,0,0,1611092563,246995,1611092563246,1611092563517,271,42
10,29.6,95,0,0,0,1611092579,281995,1611092579281,1611092579491,210,61
11,29.6,95,0,0,0,1611092595,316994,1611092595316,1611092595567,251,41
12,29.8,95,0,0,0,1611092611,351994,1611092611351,1611092611643,292,41
13,29.7,95,0,0,0,1611092627,387994,1611092627387,1611092627618,231,61
14,29.8,95,0,0,0,1611092643,421993,1611092643421,1611092643695,274,43
