id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.799999,94,0,0,0,1611089330,717914,1611089330717,1611089330989,272,0
1,29.799999,94,0,0,0,1611089343,999911,1611089343999,1611089344192,193,79
2,29.799999,94,0,0,0,1611089357,280911,1611089357280,1611089357507,227,34
3,29.700001,94,0,0,0,1611089370,560911,1611089370560,1611089370815,255,28
4,29.9,94,0,0,0,1611089383,841911,1611089383841,1611089384129,288,33
5,29.9,94,0,0,0,1611089397,122910,1611089397122,1611089397336,214,74
6,29.9,94,0,0,0,1611089410,403910,1611089410403,1611089410648,245,31
7,29.9,94,0,0,0,1611089423,684910,1611089423684,1611089423960,276,31
8,29.9,94,0,0,0,1611089436,965910,1611089436965,1611089437170,205,71
9,29.9,94,0,0,0,1611089450,246909,1611089450246,1611089450481,235,30
10,29.9,94,0,0,0,1611089463,527909,1611089463527,1611089463793,266,31
11,29.9,94,0,0,0,1611089476,808909,1611089476808,1611089477004,196,70
12,29.9,94,0,0,0,1611089490,89908,1611089490089,1611089490316,227,31
13,29.9,94,0,0,0,1611089503,370908,1611089503370,1611089503627,257,30
14,29.9,94,0,0,0,1611089516,651908,1611089516651,1611089516837,186,71
