id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.7,89,0,4.7619,0,1611077716,787732,1611077716787,1611077716837,50,0
1,30.7,89,0,4.7131,0,1611077728,565734,1611077728565,1611077728604,39,11
2,30.7,89,0,4.7375,0,1611077740,342728,1611077740342,1611077740382,40,1
3,30.7,89,0,4.7131,0,1611077752,119734,1611077752119,1611077752158,39,1
4,30.6,89,0,4.6886,0,1611077763,896728,1611077763896,1611077763935,39,0
5,30.7,88,0,4.6398,0,1611077775,673733,1611077775673,1611077775713,40,1
6,30.7,89,0,4.6886,0,1611077787,450727,1611077787450,1611077787488,38,2
7,30.6,89,0,4.6886,0,1611077799,227733,1611077799227,1611077799266,39,1
8,30.6,89,0,4.7131,0,1611077811,4727,1611077811004,1611077811044,40,1
9,30.6,89,0,4.6398,0,1611077822,781732,1611077822781,1611077822817,36,4
10,30.6,89,0,4.6154,0,1611077834,558726,1611077834558,1611077834594,36,0
11,30.6,89,0,4.4689,0,1611077846,335732,1611077846335,1611077846370,35,1
12,30.6,89,0,4.5421,0,1611077858,112726,1611077858112,1611077858148,36,1
13,30.6,89,0,4.42,0,1611077869,889731,1611077869889,1611077869924,35,1
14,30.6,89,0,4.2979,0,1611077881,666725,1611077881666,1611077881700,34,1
