id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.6,91,0,18.63,0,1611075182,447350,1611075182447,1611075182493,46,0
1,30.7,91,0,19.46,0,1611075194,475352,1611075194475,1611075194515,40,6
2,30.7,91,0,19.51,0,1611075206,502346,1611075206502,1611075206539,37,3
3,30.6,91,0,19.02,0,1611075218,529351,1611075218529,1611075218569,40,3
4,30.6,91,0,17.83,0,1611075230,556345,1611075230556,1611075230593,37,3
5,30.6,91,0,17.19,0,1611075242,583351,1611075242583,1611075242618,35,2
6,30.6,91,0,16.46,0,1611075254,610345,1611075254610,1611075254646,36,1
7,30.6,91,0,16.19,0,1611075266,637351,1611075266637,1611075266674,37,1
8,30.6,91,0,15.65,0,1611075278,664344,1611075278664,1611075278700,36,1
9,30.6,91,0,16.12,0,1611075290,691350,1611075290691,1611075290724,33,3
10,30.6,91,0,15.41,0,1611075302,718343,1611075302718,1611075302752,34,1
11,30.6,91,0,14.85,0,1611075314,745349,1611075314745,1611075314778,33,1
12,30.6,91,0,13.89,0,1611075326,772342,1611075326772,1611075326805,33,0
13,30.6,91,0,13.89,0,1611075338,799348,1611075338799,1611075338831,32,1
14,30.7,91,0,13.75,0,1611075350,826342,1611075350826,1611075350861,35,3
