id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.4,95,0,12.45,0,1611154507,347858,1611154507347,1611154507553,206,0
1,28.4,95,0,12.43,0,1611154523,636858,1611154523636,1611154523834,198,8
2,28.5,95,0,14.33,0,1611154539,925857,1611154539925,1611154540078,153,45
3,28.4,95,0,14.24,0,1611154556,214857,1611154556214,1611154556499,285,132
4,28.4,95,0,14.09,0,1611154572,503857,1611154572503,1611154572707,204,81
5,28.5,95,0,13.63,0,1611154588,792857,1611154588792,1611154588960,168,36
6,28.5,95,0,14.07,0,1611154605,81856,1611154605081,1611154605344,263,95
7,28.4,95,0,14.46,0,1611154621,371856,1611154621371,1611154621625,254,9
8,28.4,95,0,13.94,0,1611154637,660856,1611154637660,1611154637907,247,7
9,28.6,95,0,12.82,0,1611154653,949855,1611154653949,1611154654188,239,8
10,28.4,95,0,12.89,0,1611154670,238855,1611154670238,1611154670471,233,6
11,28.4,95,0,13.92,0,1611154686,526855,1611154686526,1611154686752,226,7
12,28.4,95,0,13.75,0,1611154702,816854,1611154702816,1611154703030,214,12
13,28.4,95,0,13.97,0,1611154719,106854,1611154719106,1611154719314,208,6
14,28.4,95,0,13.75,0,1611154735,395854,1611154735395,1611154735596,201,7
