id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.9,94,0,0,0,1611089753,628687,1611089753628,1611089753789,161,0
1,29.9,94,0,0,0,1611089766,160686,1611089766160,1611089766383,223,62
2,29.9,94,0,0,0,1611089778,691686,1611089778691,1611089778875,184,39
3,29.9,94,0,0,0,1611089791,222686,1611089791222,1611089791470,248,64
4,29.9,94,0,0,0,1611089803,753686,1611089803753,1611089803967,214,34
5,30,95,0,0,0,1611089816,284684,1611089816284,1611089816559,275,61
6,30,95,0,0,0,1611089828,815684,1611089828815,1611089828988,173,102
7,30,95,0,0,0,1611089841,346684,1611089841346,1611089841543,197,24
8,30,95,0,0,0,1611089853,877685,1611089853877,1611089854138,261,64
9,29.9,95,0,0,0,1611089866,408683,1611089866408,1611089866631,223,38
10,29.9,95,0,0,0,1611089878,939683,1611089878939,1611089879125,186,37
11,30,95,0,0,0,1611089891,470683,1611089891470,1611089891719,249,63
12,30,95,0,0,0,1611089904,1683,1611089904001,1611089904212,211,38
13,30,95,0,0,0,1611089916,532682,1611089916532,1611089916705,173,38
14,29.9,95,0,0,0,1611089929,63682,1611089929063,1611089929299,236,63
