id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29,95,0,13.8462,0,1611158230,294652,1611158230294,1611158230582,288,0
1,28.9,95,0,17.5824,0,1611158244,833653,1611158244833,1611158245126,293,5
2,29,95,0,17.8266,0,1611158259,372651,1611158259372,1611158259663,291,2
3,29,95,0,17.9487,0,1611158273,911651,1611158273911,1611158274205,294,3
4,28.9,95,0,18.0464,0,1611158288,451651,1611158288451,1611158288745,294,0
5,29,95,0,17.8266,0,1611158302,990650,1611158302990,1611158303285,295,1
6,29,95,0,17.7289,0,1611158317,529650,1611158317529,1611158317826,297,2
7,29,95,0,17.7778,0,1611158332,69650,1611158332069,1611158332365,296,1
8,29,95,0,17.7289,0,1611158346,608650,1611158346608,1611158346907,299,3
9,28.9,95,0,17.7534,0,1611158361,148649,1611158361148,1611158361349,201,98
10,29,95,0,17.6313,0,1611158375,688649,1611158375688,1611158375989,301,100
11,28.9,95,0,15.6777,0,1611158390,227653,1611158390227,1611158390529,302,1
12,29,95,0,14.9206,0,1611158404,766648,1611158404766,1611158405068,302,0
13,29,95,0,14.5055,0,1611158419,306648,1611158419306,1611158419610,304,2
14,29,95,0,14.0659,0,1611158433,846648,1611158433846,1611158434150,304,0
