id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29,95,0,13.8462,0,1611158228,286659,1611158228286,1611158228535,249,0
1,28.9,95,0,17.5824,0,1611158242,825659,1611158242825,1611158243075,250,1
2,29,95,0,17.8266,0,1611158257,364657,1611158257364,1611158257618,254,4
3,29,95,0,17.9487,0,1611158271,903657,1611158271903,1611158272154,251,3
4,28.9,95,0,18.0464,0,1611158286,443657,1611158286443,1611158286696,253,2
5,29,95,0,17.8266,0,1611158300,982656,1611158300982,1611158301238,256,3
6,29,95,0,17.7289,0,1611158315,521656,1611158315521,1611158315778,257,1
7,29,95,0,17.7778,0,1611158330,61656,1611158330061,1611158330318,257,0
8,29,95,0,17.7289,0,1611158344,600656,1611158344600,1611158344859,259,2
9,28.9,95,0,17.7534,0,1611158359,140655,1611158359140,1611158359401,261,2
10,29,95,0,17.6313,0,1611158373,680655,1611158373680,1611158373940,260,1
11,28.9,95,0,15.6777,0,1611158388,219655,1611158388219,1611158388482,263,3
12,29,95,0,14.9206,0,1611158402,758654,1611158402758,1611158403020,262,1
13,29,95,0,14.5055,0,1611158417,298654,1611158417298,1611158417571,273,11
14,29,95,0,14.0659,0,1611158431,837654,1611158431837,1611158432103,266,7
