id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,15.65,0,1611161065,559884,1611161065559,1611161065810,251,0
1,29.6,95,0,15.68,0,1611161086,604884,1611161086604,1611161086802,198,53
2,29.5,95,0,14.95,0,1611161107,649884,1611161107649,1611161107898,249,51
3,29.5,95,0,13.68,0,1611161128,695883,1611161128695,1611161128889,194,55
4,29.4,95,0,14.07,0,1611161149,740883,1611161149740,1611161149983,243,49
5,29.5,95,0,14.46,0,1611161170,785882,1611161170785,1611161170953,168,75
6,29.4,95,0,15.51,0,1611161191,829882,1611161191829,1611161192067,238,70
7,29.5,95,0,15.73,0,1611161212,874881,1611161212874,1611161213060,186,52
8,29.5,95,0,15.75,0,1611161233,919881,1611161233919,1611161234153,234,48
9,29.5,95,0,15.68,0,1611161254,964881,1611161254964,1611161255146,182,52
10,29.5,95,0,16,0,1611161276,9880,1611161276009,1611161276241,232,50
11,29.5,95,0,15.9,0,1611161297,55880,1611161297055,1611161297334,279,47
12,29.5,95,0,15.65,0,1611161318,100879,1611161318100,1611161318326,226,53
13,29.5,95,0,15.38,0,1611161339,143879,1611161339143,1611161339421,278,52
14,29.5,95,0,15.24,0,1611161360,188879,1611161360188,1611161360411,223,55
