id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,7.0574,0,1611165221,224052,1611165221224,1611165221372,148,0
1,29.5,95,0,8.083,0,1611165239,769052,1611165239769,1611165239907,138,10
2,29.5,95,0,7.8877,0,1611165258,315052,1611165258315,1611165258441,126,12
3,29.5,95,0,7.8144,0,1611165276,859051,1611165276859,1611165276972,113,13
4,29.5,95,0,8.5958,0,1611165295,404051,1611165295404,1611165295439,35,78
5,29.5,95,0,8.3516,0,1611165313,948050,1611165313948,1611165314044,96,61
6,29.5,95,0,8.2784,0,1611165332,493050,1611165332493,1611165332526,33,63
7,29.5,95,0,9.0598,0,1611165351,38050,1611165351038,1611165351080,42,9
8,29.5,95,0,8.3272,0,1611165369,584049,1611165369584,1611165369617,33,9
9,29.6,95,0,8.9866,0,1611165388,129049,1611165388129,1611165388183,54,21
10,29.5,95,0,9.6459,0,1611165406,674049,1611165406674,1611165406721,47,7
11,29.5,95,0,10.5495,0,1611165425,220048,1611165425220,1611165425350,130,83
12,29.5,95,0,9.6947,0,1611165443,766048,1611165443766,1611165443889,123,7
13,29.5,95,0,9.304,0,1611165462,311048,1611165462311,1611165462424,113,10
14,29.5,95,0,9.8413,0,1611165480,857047,1611165480857,1611165480951,94,19
