id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29,95,0,15.238095,0,1611158965,573715,1611158965573,1611158965808,235,0
1,29,95,0,13.308913,0,1611158983,612715,1611158983612,1611158983829,217,18
2,29,95,0,15.067155,0,1611159001,651714,1611159001651,1611159001852,201,16
3,29,95,0,12.112332,0,1611159019,690714,1611159019690,1611159019874,184,17
4,29,95,0,12.136752,0,1611159037,729713,1611159037729,1611159037897,168,16
5,29,95,0,12.161172,0,1611159055,768713,1611159055768,1611159055921,153,15
6,29,95,0,11.648352,0,1611159073,807713,1611159073807,1611159074044,237,84
7,29,95,0,14.212454,0,1611159091,846712,1611159091846,1611159092063,217,20
8,29.1,95,0,11.404151,0,1611159109,885711,1611159109885,1611159110088,203,14
9,29.1,95,0,11.623932,0,1611159127,924711,1611159127924,1611159128111,187,16
10,29.1,95,0,11.746032,0,1611159145,964710,1611159145964,1611159146133,169,18
11,29.1,95,0,12.112332,0,1611159164,3710,1611159164003,1611159164154,151,18
12,29.1,95,0,12.063492,0,1611159182,42710,1611159182042,1611159182284,242,91
13,29.1,95,0,12.185593,0,1611159200,82709,1611159200082,1611159200270,188,54
14,29.1,95,0,14.578754,0,1611159218,121709,1611159218121,1611159218325,204,16
