id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.9,95,0,0,0,1611093184,692840,1611093184692,1611093184977,285,0
1,30,95,0,0,0,1611093198,227839,1611093198227,1611093198493,266,19
2,30,95,0,0,0,1611093211,762839,1611093211762,1611093211964,202,64
3,30.1,95,0,0,0,1611093225,297839,1611093225297,1611093225526,229,27
4,29.9,95,0,0,0,1611093238,833839,1611093238833,1611093239145,312,83
5,30,95,0,0,0,1611093252,368838,1611093252368,1611093252662,294,18
6,30,94,0,0,0,1611093265,903838,1611093265903,1611093266178,275,19
7,30,94,0,0,0,1611093279,438838,1611093279438,1611093279696,258,17
8,30.1,94,0,0,0,1611093292,974838,1611093292974,1611093293211,237,21
9,30.1,94,0,0,0,1611093306,509837,1611093306509,1611093306729,220,17
10,30.1,94,0,0,0,1611093320,44837,1611093320044,1611093320348,304,84
11,30.1,94,0,0,0,1611093333,579837,1611093333579,1611093333862,283,21
12,30.1,94,0,0,0,1611093347,114836,1611093347114,1611093347379,265,18
13,30.1,94,0,0,0,1611093360,649836,1611093360649,1611093360898,249,16
14,30.1,94,0,0,0,1611093374,184836,1611093374184,1611093374413,229,20
