id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,16.65,0,1611162170,119800,1611162170119,1611162170398,279,0
1,29.5,95,0,16.92,0,1611162186,165795,1611162186165,1611162186466,301,22
2,29.5,95,0,16.85,0,1611162202,211796,1611162202211,1611162202543,332,31
3,29.6,95,0,17.02,0,1611162218,256794,1611162218256,1611162218519,263,69
4,29.6,95,0,17.36,0,1611162234,301794,1611162234301,1611162234595,294,31
5,29.6,95,0,16.83,0,1611162250,347794,1611162250347,1611162250673,326,32
6,29.7,95,0,16.8,0,1611162266,392793,1611162266392,1611162266646,254,72
7,29.6,95,0,16.63,0,1611162282,437793,1611162282437,1611162282722,285,31
8,29.6,95,0,16.34,0,1611162298,481793,1611162298481,1611162298797,316,31
9,29.6,95,0,15.51,0,1611162314,527792,1611162314527,1611162314772,245,71
10,29.7,95,0,16.43,0,1611162330,572792,1611162330572,1611162330849,277,32
11,29.6,95,0,13.06,0,1611162346,616792,1611162346616,1611162346926,310,33
12,29.6,95,0,13.82,0,1611162362,662791,1611162362662,1611162363001,339,29
13,29.7,95,0,17.17,0,1611162378,708791,1611162378708,1611162378974,266,73
14,29.7,95,0,16.83,0,1611162394,754791,1611162394754,1611162395053,299,33
