id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.700001,95,0,0,0,1611094701,123191,1611094701123,1611094701302,179,0
1,29.700001,95,0,0,0,1611094715,908191,1611094715908,1611094716048,140,39
2,29.700001,95,0,0,0,1611094730,693190,1611094730693,1611094730793,100,40
3,29.799999,95,0,0,0,1611094745,478189,1611094745478,1611094745649,171,71
4,29.700001,95,0,0,0,1611094760,263189,1611094760263,1611094760386,123,48
5,29.700001,95,0,0,0,1611094775,48189,1611094775048,1611094775234,186,63
6,29.799999,95,0,0,0,1611094789,833189,1611094789833,1611094789980,147,39
7,29.799999,95,0,0,0,1611094804,619188,1611094804619,1611094804725,106,41
8,29.9,95,0,0,0,1611094819,404188,1611094819404,1611094819573,169,63
9,29.799999,94,0,0,0,1611094834,189188,1611094834189,1611094834319,130,39
10,29.799999,95,0,0,0,1611094848,974187,1611094848974,1611094849064,90,40
11,29.700001,95,0,0,0,1611094863,759187,1611094863759,1611094863912,153,63
12,29.700001,95,0,0,0,1611094878,544187,1611094878544,1611094878656,112,41
13,29.700001,95,0,0,0,1611094893,328187,1611094893328,1611094893505,177,65
14,29.700001,95,0,0,0,1611094908,112186,1611094908112,1611094908251,139,38
