id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.6,95,0,8.89,0,1611164256,308587,1611164256308,1611164256412,104,0
1,29.6,95,0,8.62,0,1611164269,850587,1611164269850,1611164269953,103,1
2,29.6,95,0,8.69,0,1611164283,394587,1611164283394,1611164283601,207,104
3,29.6,95,0,8.99,0,1611164296,936586,1611164296936,1611164297118,182,25
4,29.6,95,0,8.84,0,1611164310,481586,1611164310481,1611164310583,102,80
5,29.6,95,0,7.03,0,1611164324,22586,1611164324022,1611164324148,126,24
6,29.6,95,0,8.64,0,1611164337,567589,1611164337567,1611164337769,202,76
7,29.7,95,0,7.28,0,1611164351,108585,1611164351108,1611164351293,185,17
8,29.6,95,0,8.96,0,1611164364,653591,1611164364653,1611164364752,99,86
9,29.6,95,0,8.84,0,1611164378,195585,1611164378195,1611164378320,125,26
10,29.6,95,0,8.77,0,1611164391,740584,1611164391740,1611164391938,198,73
11,29.6,95,0,8.62,0,1611164405,281584,1611164405281,1611164405456,175,23
12,29.6,95,0,8.52,0,1611164418,826584,1611164418826,1611164418926,100,75
13,29.6,95,0,8.25,0,1611164432,368584,1611164432368,1611164432489,121,21
14,29.6,95,0,7.84,0,1611164445,913583,1611164445913,1611164446108,195,74
