id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.7,95,0,16.7521,0,1611157865,147270,1611157865147,1611157865286,139,0
1,28.7,95,0,16.7521,0,1611157881,437270,1611157881437,1611157881605,168,29
2,28.7,95,0,12.4786,0,1611157897,726270,1611157897726,1611157897892,166,2
3,28.8,95,0,14.7009,0,1611157914,15268,1611157914015,1611157914168,153,13
4,28.8,95,0,14.6032,0,1611157930,304268,1611157930304,1611157930552,248,95
5,28.8,95,0,14.4811,0,1611157946,593268,1611157946593,1611157946835,242,6
6,28.9,95,0,14.5299,0,1611157962,880271,1611157962880,1611157963483,603,361
7,28.9,95,0,14.5788,0,1611157979,169267,1611157979169,1611157979396,227,376
8,28.9,95,0,14.8718,0,1611157995,458267,1611157995458,1611157995678,220,7
9,28.9,95,0,14.5299,0,1611158011,747266,1611158011747,1611158011961,214,6
10,29,95,0,14.3101,0,1611158028,37266,1611158028037,1611158028242,205,9
11,28.9,95,0,13.9927,0,1611158044,326266,1611158044326,1611158044522,196,9
12,28.9,95,0,13.895,0,1611158060,615265,1611158060615,1611158060803,188,8
13,29,95,0,13.8217,0,1611158076,904265,1611158076904,1611158077087,183,5
14,28.9,95,0,13.7241,0,1611158093,193265,1611158093193,1611158093366,173,10
