id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,16.75,0,1611161554,647356,1611161554647,1611161554691,44,0
1,29.6,95,0,17.88,0,1611161573,193352,1611161573193,1611161573302,109,65
2,29.5,95,0,15.68,0,1611161591,738352,1611161591738,1611161591834,96,13
3,29.5,95,0,16.21,0,1611161610,283351,1611161610283,1611161610369,86,10
4,29.5,95,0,15.14,0,1611161628,828351,1611161628828,1611161628909,81,5
5,29.5,95,0,16.73,0,1611161647,375351,1611161647375,1611161647437,62,19
6,29.5,95,0,16.63,0,1611161665,920350,1611161665920,1611161665971,51,11
7,29.5,95,0,17.09,0,1611161684,465350,1611161684465,1611161684609,144,93
8,29.5,95,0,17.07,0,1611161703,11349,1611161703011,1611161703141,130,14
9,29.5,95,0,17.14,0,1611161721,556349,1611161721556,1611161721677,121,9
10,29.6,95,0,17.22,0,1611161740,101349,1611161740101,1611161740213,112,9
11,29.5,95,0,16.87,0,1611161758,646348,1611161758646,1611161758751,105,7
12,29.5,95,0,17.02,0,1611161777,192348,1611161777192,1611161777280,88,17
13,29.5,95,0,17.26,0,1611161795,737348,1611161795737,1611161795813,76,12
14,29.5,95,0,17.44,0,1611161814,282347,1611161814282,1611161814344,62,14
