id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,28.5,95,0,12.01,0,1611155473,982916,1611155473982,1611155474200,218,0
1,28.6,95,0,12.16,0,1611155486,771916,1611155486771,1611155486898,127,91
2,28.6,95,0,12.11,0,1611155499,558915,1611155499558,1611155499700,142,15
3,28.6,95,0,12.11,0,1611155512,347915,1611155512347,1611155512456,109,33
4,28.6,95,0,12.11,0,1611155525,136915,1611155525136,1611155525244,108,1
5,28.7,95,0,12.11,0,1611155537,924915,1611155537924,1611155538097,173,65
6,28.6,95,0,12.09,0,1611155550,712914,1611155550712,1611155550893,181,8
7,28.6,95,0,12.11,0,1611155563,499914,1611155563499,1611155563694,195,14
8,28.5,95,0,12.16,0,1611155576,288914,1611155576288,1611155576497,209,14
9,28.6,95,0,12.14,0,1611155589,77914,1611155589077,1611155589184,107,102
10,28.6,95,0,12.16,0,1611155601,865913,1611155601865,1611155601996,131,24
11,28.6,95,0,12.33,0,1611155614,653913,1611155614653,1611155614794,141,10
12,28.6,95,0,12.23,0,1611155627,442913,1611155627442,1611155627551,109,32
13,28.6,95,0,12.23,0,1611155640,230913,1611155640230,1611155640393,163,54
14,28.6,95,0,13.38,0,1611155653,18912,1611155653018,1611155653193,175,12
