id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.1,95,0,0,0,1611091886,677674,1611091886677,1611091886927,250,0
1,30.1,95,0,0,0,1611091898,962674,1611091898962,1611091899253,291,41
2,30.2,95,0,0,0,1611091911,248673,1611091911248,1611091911496,248,43
3,30.1,95,0,0,0,1611091923,532681,1611091923532,1611091923779,247,1
4,30.1,95,0,0,0,1611091935,817673,1611091935817,1611091936067,250,3
5,30.2,95,0,0,0,1611091948,102673,1611091948102,1611091948348,246,4
6,30.1,95,0,0,0,1611091960,386681,1611091960386,1611091960632,246,0
7,30.2,95,0,0,0,1611091972,669672,1611091972669,1611091972914,245,1
8,30.2,95,0,0,0,1611091984,953672,1611091984953,1611091985268,315,70
9,30.2,95,0,0,0,1611091997,237672,1611091997237,1611091997557,320,5
10,30.2,95,0,0,0,1611092009,521671,1611092009521,1611092009766,245,75
11,30.3,95,0,0,0,1611092021,805671,1611092021805,1611092022132,327,82
13,30.3,95,0,0,0,1611092046,373671,1611092046373,1611092046708,335,8
14,30.2,95,0,0,0,1611092058,658670,1611092058658,1611092058903,245,90
