id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.6,94,0,0,0,1611086907,515684,1611086907515,1611086907705,190,0
1,29.6,94,0,0,0,1611086920,46684,1611086920046,1611086920305,259,69
2,29.6,94,0,0,0,1611086932,577683,1611086932577,1611086932794,217,42
3,29.6,94,0,0,0,1611086945,108683,1611086945108,1611086945286,178,39
4,29.6,94,0,0,0,1611086957,639683,1611086957639,1611086957883,244,66
5,29.6,94,0,0,0,1611086970,169683,1611086970169,1611086970376,207,37
6,29.5,94,0,0,0,1611086982,700682,1611086982700,1611086982868,168,39
7,29.5,94,0,0,0,1611086995,231682,1611086995231,1611086995463,232,64
8,29.5,94,0,0,0,1611087007,762682,1611087007762,1611087007901,139,93
9,29.6,94,0,0,0,1611087020,293682,1611087020293,1611087020449,156,17
10,29.6,94,0,0,0,1611087032,824681,1611087032824,1611087033048,224,68
11,29.6,94,0,0,0,1611087045,355681,1611087045355,1611087045535,180,44
12,29.6,94,0,0,0,1611087057,886681,1611087057886,1611087058022,136,44
13,29.6,94,0,0,0,1611087070,417681,1611087070417,1611087070622,205,69
14,29.6,94,0,0,0,1611087082,948681,1611087082948,1611087083116,168,37
