id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,94,0,0,0,1611088976,714467,1611088976714,1611088976784,70,0
1,29.6,94,0,0,0,1611088990,745466,1611088990745,1611088990813,68,2
2,29.6,94,0,0,0,1611089004,776466,1611089004776,1611089004867,91,23
3,29.6,94,0,0,0,1611089018,807466,1611089018807,1611089018880,73,18
4,29.6,94,0,0,0,1611089032,838466,1611089032838,1611089032898,60,13
5,29.6,94,0,0,0,1611089046,869465,1611089046869,1611089046926,57,3
6,29.6,94,0,0,0,1611089060,901465,1611089060901,1611089060957,56,1
7,29.6,94,0,0,0,1611089074,932465,1611089074932,1611089074984,52,4
8,29.6,94,0,0,0,1611089088,963464,1611089088963,1611089089013,50,2
9,29.6,94,0,0,0,1611089102,994464,1611089102994,1611089103042,48,2
10,29.6,94,0,0,0,1611089117,25464,1611089117025,1611089117171,146,98
11,29.6,94,0,0,0,1611089131,56464,1611089131056,1611089131201,145,1
12,29.6,94,0,0,0,1611089145,87462,1611089145087,1611089145231,144,1
13,29.700001,94,0,0,0,1611089159,118462,1611089159118,1611089159258,140,4
14,29.6,94,0,0,0,1611089173,149462,1611089173149,1611089173287,138,2
