id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.4,95,0,0,0,1611088279,17856,1611088279017,1611088279139,122,0
1,29.4,95,0,0,0,1611088291,548854,1611088291548,1611088291634,86,36
2,29.4,95,0,0,0,1611088304,79854,1611088304079,1611088304226,147,61
3,29.4,95,0,0,0,1611088316,610854,1611088316610,1611088316718,108,39
4,29.4,95,0,0,0,1611088329,139854,1611088329139,1611088329314,175,67
5,29.4,95,0,0,0,1611088341,670853,1611088341670,1611088341820,150,25
6,29.4,95,0,0,0,1611088354,201853,1611088354201,1611088354299,98,52
7,29.5,95,0,0,0,1611088366,732853,1611088366732,1611088366894,162,64
8,29.5,94,0,0,0,1611088379,262853,1611088379262,1611088379385,123,39
9,29.5,94,0,0,0,1611088391,793852,1611088391793,1611088391879,86,37
10,29.5,94,0,0,0,1611088404,324852,1611088404324,1611088404470,146,60
11,29.5,94,0,0,0,1611088416,855852,1611088416855,1611088416969,114,32
12,29.5,94,0,0,0,1611088429,386852,1611088429386,1611088429459,73,41
13,29.5,94,0,0,0,1611088441,917851,1611088441917,1611088442058,141,68
14,29.6,94,0,0,0,1611088454,448851,1611088454448,1611088454548,100,41
