id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.8,95,0,0,0,1611092818,8247,1611092818008,1611092818081,73,0
1,29.8,95,0,0,0,1611092832,794246,1611092832794,1611092832928,134,61
2,29.8,95,0,0,0,1611092847,579246,1611092847579,1611092847674,95,39
3,29.8,95,0,0,0,1611092862,364246,1611092862364,1611092862419,55,40
4,29.7,95,0,0,0,1611092877,149245,1611092877149,1611092877267,118,63
5,29.8,95,0,0,0,1611092891,935245,1611092891935,1611092892013,78,40
6,29.8,95,0,0,0,1611092906,720249,1611092906720,1611092906861,141,63
7,29.8,95,0,0,0,1611092921,506244,1611092921506,1611092921606,100,41
8,29.9,95,0,0,0,1611092936,291244,1611092936291,1611092936325,34,66
9,29.9,95,0,0,0,1611092951,75244,1611092951075,1611092951105,30,4
10,29.9,95,0,0,0,1611092965,860244,1611092965860,1611092965945,85,55
11,29.9,95,0,0,0,1611092980,645243,1611092980645,1611092981101,456,371
12,30,94,0,0,0,1611092995,429243,1611092995429,1611092995538,109,347
13,30,94,0,0,0,1611093010,215243,1611093010215,1611093010283,68,41
14,29.9,95,0,0,0,1611093025,248,1611093025000,1611093025131,131,63
