id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.9,94,0,0,0,1611089753,126693,1611089753126,1611089753287,161,0
1,29.9,94,0,0,0,1611089765,658692,1611089765658,1611089765873,215,54
2,29.9,94,0,0,0,1611089778,189692,1611089778189,1611089778364,175,40
3,29.9,94,0,0,0,1611089790,720692,1611089790720,1611089790877,157,18
4,29.9,94,0,0,0,1611089803,251692,1611089803251,1611089803451,200,43
5,30,95,0,0,0,1611089815,782697,1611089815782,1611089816046,264,64
6,30,95,0,0,0,1611089828,313691,1611089828313,1611089828539,226,38
7,30,95,0,0,0,1611089840,844690,1611089840844,1611089841032,188,38
8,30,95,0,0,0,1611089853,375690,1611089853375,1611089853628,253,65
9,29.9,95,0,0,0,1611089865,906689,1611089865906,1611089866119,213,40
10,29.9,95,0,0,0,1611089878,437689,1611089878437,1611089878611,174,39
11,30,95,0,0,0,1611089890,968689,1611089890968,1611089891207,239,65
12,30,95,0,0,0,1611089903,499689,1611089903499,1611089903700,201,38
13,30,95,0,0,0,1611089916,30688,1611089916030,1611089916295,265,64
14,29.9,95,0,0,0,1611089928,561688,1611089928561,1611089928788,227,38
