id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.6,90,0,3.492064,0,1611079313,807028,1611079313807,1611079313959,152,0
1,30.6,90,0,3.394383,0,1611079325,335028,1611079325335,1611079325482,147,5
2,30.6,90,0,3.394383,0,1611079336,862022,1611079336862,1611079337009,147,0
3,30.6,91,0,3.247863,0,1611079348,389028,1611079348389,1611079348535,146,1
4,30.6,91,0,3.345543,0,1611079359,916022,1611079359916,1611079360058,142,4
5,30.6,90,0,3.223443,0,1611079371,443027,1611079371443,1611079371589,146,4
6,30.6,91,0,2.979243,0,1611079382,970021,1611079382970,1611079383116,146,0
7,30.6,90,0,3.028083,0,1611079394,498027,1611079394498,1611079394643,145,1
8,30.6,90,0,3.052503,0,1611079406,25021,1611079406025,1611079406169,144,1
9,30.6,90,0,2.735043,0,1611079417,552027,1611079417552,1611079417695,143,1
10,30.6,90,0,2.881563,0,1611079429,79020,1611079429079,1611079429222,143,0
11,30.6,90,0,2.783883,0,1611079440,606026,1611079440606,1611079440748,142,1
12,30.6,90,0,2.905983,0,1611079452,133020,1611079452133,1611079452272,139,3
13,30.6,90,0,1.294261,0,1611079463,660026,1611079463660,1611079463800,140,1
14,30.5,90,0,2.075702,0,1611079475,187019,1611079475187,1611079475331,144,4
