id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,30.5,90,0,2.905983,0,1611078998,426150,1611078998426,1611078998550,124,0
1,30.5,90,0,2.808303,0,1611079010,204152,1611079010204,1611079010322,118,6
2,30.5,89,0,2.881563,0,1611079021,981145,1611079021981,1611079022096,115,3
3,30.5,89,0,3.052503,0,1611079033,758151,1611079033758,1611079033872,114,1
4,30.5,90,0,3.052503,0,1611079045,535145,1611079045535,1611079045651,116,2
5,30.5,89,0,2.881563,0,1611079057,312151,1611079057312,1611079057427,115,1
6,30.5,89,0,2.979243,0,1611079069,89145,1611079069089,1611079069203,114,1
7,30.6,90,0,2.979243,0,1611079080,866150,1611079080866,1611079080981,115,1
8,30.6,89,0,3.540904,0,1611079092,643144,1611079092643,1611079092757,114,1
9,30.6,90,0,2.857143,0,1611079104,420150,1611079104420,1611079104530,110,4
10,30.5,90,0,2.612943,0,1611079116,197144,1611079116197,1611079116310,113,3
11,30.6,90,0,2.735043,0,1611079127,974149,1611079127974,1611079128086,112,1
12,30.6,90,0,2.466423,0,1611079139,751143,1611079139751,1611079139864,113,1
13,30.6,90,0,2.735043,0,1611079151,528149,1611079151528,1611079151640,112,1
14,30.5,90,0,2.759463,0,1611079163,305143,1611079163305,1611079163416,111,1
