id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,7.0574,0,1611165219,720052,1611165219720,1611165219836,116,0
1,29.5,95,0,8.083,0,1611165238,265052,1611165238265,1611165238371,106,10
2,29.5,95,0,7.8877,0,1611165256,811052,1611165256811,1611165256905,94,12
3,29.5,95,0,7.8144,0,1611165275,355051,1611165275355,1611165275442,87,7
4,29.5,95,0,8.5958,0,1611165293,900051,1611165293900,1611165293973,73,14
5,29.5,95,0,8.3516,0,1611165312,444051,1611165312444,1611165312507,63,10
6,29.5,95,0,8.2784,0,1611165330,989050,1611165330989,1611165331043,54,9
7,29.5,95,0,9.0598,0,1611165349,534050,1611165349534,1611165349679,145,91
8,29.5,95,0,8.3272,0,1611165368,79049,1611165368079,1611165368212,133,12
9,29.6,95,0,8.9866,0,1611165386,625049,1611165386625,1611165386759,134,1
10,29.5,95,0,9.6459,0,1611165405,170049,1611165405170,1611165405281,111,23
11,29.5,95,0,10.5495,0,1611165423,716048,1611165423716,1611165423815,99,12
12,29.5,95,0,9.6947,0,1611165442,262048,1611165442262,1611165442349,87,12
13,29.5,95,0,9.304,0,1611165460,807048,1611165460807,1611165460883,76,11
14,29.5,95,0,9.8413,0,1611165479,353047,1611165479353,1611165479416,63,13
