id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.1,95,0,0,0,1611177284,830064,1611177284830,1611177284915,85,0
1,29.1,95,0,0,0,1611177303,375064,1611177303375,1611177303553,178,93
2,29.1,95,0,0,0,1611177321,919063,1611177321919,1611177322091,172,6
3,29,95,0,0,0,1611177340,465063,1611177340465,1611177340620,155,17
4,29,95,0,0,0,1611177359,10063,1611177359010,1611177359156,146,9
5,29,95,0,0,0,1611177377,555062,1611177377555,1611177377689,134,12
6,29,95,0,0,0,1611177396,101062,1611177396101,1611177396223,122,12
7,29,95,0,0,0,1611177414,646061,1611177414646,1611177414757,111,11
8,29,95,0,0,0,1611177433,191061,1611177433191,1611177433292,101,10
9,29,95,0,0,0,1611177451,737061,1611177451737,1611177451825,88,13
10,29,95,0,0,0,1611177470,282060,1611177470282,1611177470362,80,8
11,29,95,0,0,0,1611177488,827060,1611177488827,1611177488996,169,89
12,29,95,0,0,0,1611177507,371064,1611177507371,1611177507530,159,10
13,29,95,0,0,0,1611177525,917059,1611177525917,1611177526064,147,12
14,29,95,0,0,0,1611177544,462059,1611177544462,1611177544599,137,10
