id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.8,93,0,0,0,1611087213,734083,1611087213734,1611087213993,259,0
1,29.9,93,0,0,0,1611087225,516081,1611087225516,1611087225759,243,16
2,29.8,93,0,0,0,1611087237,297081,1611087237297,1611087237534,237,6
3,29.8,92,0,0,0,1611087249,78079,1611087249078,1611087249310,232,5
4,29.8,92,0,0,0,1611087260,859079,1611087260859,1611087261087,228,4
5,29.9,93,0,0,0,1611087272,640079,1611087272640,1611087272862,222,6
6,29.9,93,0,0,0,1611087284,420080,1611087284420,1611087284638,218,4
7,29.8,93,0,0,0,1611087296,201078,1611087296201,1611087296414,213,5
8,29.9,92,0,0,0,1611087307,981078,1611087307981,1611087308190,209,4
9,29.8,93,0,0,0,1611087319,762078,1611087319762,1611087319966,204,5
10,29.8,93,0,0,0,1611087331,543078,1611087331543,1611087331749,206,2
11,29.7,93,0,0,0,1611087343,324077,1611087343324,1611087343519,195,11
12,29.8,93,0,0,0,1611087355,105077,1611087355105,1611087355293,188,7
13,29.7,93,0,0,0,1611087366,886077,1611087366886,1611087367069,183,5
14,29.7,93,0,0,0,1611087378,667077,1611087378667,1611087378846,179,4
