id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29,95,0,0,0,1611177903,937342,1611177903937,1611177904020,83,0
1,29,95,0,0,0,1611177919,982342,1611177919982,1611177920096,114,31
2,29.1,95,0,0,0,1611177936,27341,1611177936027,1611177936174,147,33
3,29.1,95,0,0,0,1611177952,73341,1611177952073,1611177952148,75,72
4,29,95,0,0,0,1611177968,117341,1611177968117,1611177968224,107,32
5,29.1,95,0,0,0,1611177984,160341,1611177984160,1611177984300,140,33
6,29.1,95,0,0,0,1611178000,206340,1611178000206,1611178000378,172,32
7,29,95,0,0,0,1611178016,251340,1611178016251,1611178016352,101,71
8,29,95,0,0,0,1611178032,297340,1611178032297,1611178032430,133,32
9,29,95,0,0,0,1611178048,342339,1611178048342,1611178048504,162,29
10,29,95,0,0,0,1611178064,387339,1611178064387,1611178064480,93,69
11,29,95,0,0,0,1611178080,433339,1611178080433,1611178080556,123,30
12,29.1,95,0,0,0,1611178096,478341,1611178096478,1611178096633,155,32
13,29,95,0,0,0,1611178112,524338,1611178112524,1611178112607,83,72
14,29,95,0,0,0,1611178128,568338,1611178128568,1611178128681,113,30
