id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29,95,0,15.238095,0,1611158962,567721,1611158962567,1611158962737,170,0
1,29,95,0,13.308913,0,1611158980,606721,1611158980606,1611158980758,152,18
2,29,95,0,15.067155,0,1611158998,645720,1611158998645,1611158998882,237,85
3,29,95,0,12.112332,0,1611159016,684720,1611159016684,1611159016903,219,18
4,29,95,0,12.136752,0,1611159034,723719,1611159034723,1611159034931,208,11
5,29,95,0,12.161172,0,1611159052,762719,1611159052762,1611159052950,188,20
6,29,95,0,11.648352,0,1611159070,801719,1611159070801,1611159070973,172,16
7,29,95,0,14.212454,0,1611159088,840718,1611159088840,1611159088993,153,19
8,29.1,95,0,11.404151,0,1611159106,879718,1611159106879,1611159107119,240,87
9,29.1,95,0,11.623932,0,1611159124,918718,1611159124918,1611159125145,227,13
10,29.1,95,0,11.746032,0,1611159142,958716,1611159142958,1611159143163,205,22
11,29.1,95,0,12.112332,0,1611159160,997716,1611159160997,1611159161186,189,16
12,29.1,95,0,12.063492,0,1611159179,36716,1611159179036,1611159179207,171,18
13,29.1,95,0,12.185593,0,1611159197,76715,1611159197076,1611159197230,154,17
14,29.1,95,0,14.578754,0,1611159215,115715,1611159215115,1611159215355,240,86
