id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.4,95,0,13.968254,0,1611160304,290386,1611160304290,1611160304369,79,0
1,29.4,95,0,11.184371,0,1611160318,830386,1611160318830,1611160318911,81,2
2,29.299999,95,0,12.087913,0,1611160333,368386,1611160333368,1611160333449,81,0
3,29.4,95,0,12.332112,0,1611160347,907385,1611160347907,1611160347992,85,4
4,29.4,95,0,12.185593,0,1611160362,447385,1611160362447,1611160362532,85,0
5,29.4,95,0,12.478633,0,1611160376,986385,1611160376986,1611160377072,86,1
6,29.4,95,0,11.892551,0,1611160391,526384,1611160391526,1611160391614,88,2
7,29.4,95,0,12.967033,0,1611160406,65384,1611160406065,1611160406154,89,1
8,29.4,95,0,12.942613,0,1611160420,604384,1611160420604,1611160420695,91,2
9,29.4,95,0,13.772894,0,1611160435,143384,1611160435143,1611160435235,92,1
10,29.4,95,0,17.680098,0,1611160449,682382,1611160449682,1611160449776,94,2
11,29.299999,95,0,13.504273,0,1611160464,222382,1611160464222,1611160464317,95,1
12,29.4,95,0,15.702076,0,1611160478,761382,1611160478761,1611160478860,99,4
13,29.4,95,0,17.802198,0,1611160493,300381,1611160493300,1611160493398,98,1
14,29.299999,95,0,18.119658,0,1611160507,839381,1611160507839,1611160507937,98,0
