id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,16.65,0,1611162172,128795,1611162172128,1611162172438,310,0
1,29.5,95,0,16.92,0,1611162188,173795,1611162188173,1611162188514,341,31
2,29.5,95,0,16.85,0,1611162204,219794,1611162204219,1611162204489,270,71
3,29.6,95,0,17.02,0,1611162220,264794,1611162220264,1611162220565,301,31
4,29.6,95,0,17.36,0,1611162236,309794,1611162236309,1611162236644,335,34
5,29.6,95,0,16.83,0,1611162252,355794,1611162252355,1611162252616,261,74
6,29.7,95,0,16.8,0,1611162268,400793,1611162268400,1611162268692,292,31
7,29.6,95,0,16.63,0,1611162284,445793,1611162284445,1611162284769,324,32
8,29.6,95,0,16.34,0,1611162300,490793,1611162300490,1611162300744,254,70
9,29.6,95,0,15.51,0,1611162316,535792,1611162316535,1611162316763,228,26
10,29.7,95,0,16.43,0,1611162332,580792,1611162332580,1611162332897,317,89
11,29.6,95,0,13.06,0,1611162348,625792,1611162348625,1611162348871,246,71
12,29.6,95,0,13.82,0,1611162364,670791,1611162364670,1611162364945,275,29
13,29.7,95,0,17.17,0,1611162380,716791,1611162380716,1611162381023,307,32
14,29.7,95,0,16.83,0,1611162396,761791,1611162396761,1611162397099,338,31
