id,t,u,uS,l,c,envio_s,envio_us,envio,chegada,delay_ms,jitter_ms
0,29.5,95,0,0,0,1611096016,862553,1611096016862,1611096017027,165,0
1,29.5,95,0,0,0,1611096029,147553,1611096029147,1611096029316,169,4
2,29.5,95,0,0,0,1611096041,432553,1611096041432,1611096041604,172,3
3,29.5,95,0,0,0,1611096053,718552,1611096053718,1611096053892,174,2
4,29.6,95,0,0,0,1611096066,2552,1611096066002,1611096066179,177,3
5,29.5,95,0,0,0,1611096078,284552,1611096078284,1611096078467,183,6
6,29.5,95,0,0,0,1611096090,566552,1611096090566,1611096090756,190,7
7,29.5,95,0,0,0,1611096102,849551,1611096102849,1611096102941,92,98
8,29.5,95,0,0,0,1611096115,134551,1611096115134,1611096115230,96,4
9,29.5,95,0,0,0,1611096127,419551,1611096127419,1611096127518,99,3
10,29.5,95,0,0,0,1611096139,704551,1611096139704,1611096139805,101,2
11,29.5,95,0,0,0,1611096151,989550,1611096151989,1611096152099,110,9
12,29.5,95,0,0,0,1611096164,274550,1611096164274,1611096164379,105,5
13,29.5,95,0,0,0,1611096176,559550,1611096176559,1611096176668,109,4
14,29.5,95,0,0,0,1611096188,844550,1611096188844,1611096188914,70,39
