s,us,chegada,envio,delay_ms,jitter_ms
1616391306,615442,1616391306641,1616391306615,26,0
1616391307,117438,1616391307161,1616391307117,44,18
1616391307,619438,1616391307668,1616391307619,49,5
1616391308,121438,1616391308176,1616391308121,55,6
1616391308,623438,1616391308693,1616391308623,70,15
1616391309,125438,1616391309204,1616391309125,79,9
1616391309,627438,1616391309716,1616391309627,89,10
1616391310,129438,1616391310228,1616391310129,99,10
1616391310,631438,1616391310074,1616391310631,0,99
1616391311,133438,1616391311153,1616391311133,20,20
1616391311,634438,1616391311764,1616391311634,130,110
1616391312,137438,1616391312175,1616391312137,38,92
1616391312,639438,1616391312684,1616391312639,45,7
1616391313,141438,1616391313198,1616391313141,57,12
1616391313,643438,1616391313705,1616391313643,62,5
1616391314,145438,1616391314221,1616391314145,76,14
1616391314,647438,1616391314073,1616391314647,0,76
1616391315,149438,1616391315242,1616391315149,93,93
1616391315,651438,1616391315753,1616391315651,102,9
1616391316,153438,1616391316269,1616391316153,116,14
1616391316,655438,1616391316781,1616391316655,126,10
1616391317,156438,1616391317292,1616391317156,136,10
1616391317,658438,1616391317703,1616391317658,45,91
1616391318,160438,1616391318215,1616391318160,55,10
1616391318,662438,1616391318727,1616391318662,65,10
1616391319,164438,1616391319239,1616391319164,75,10
1616391319,666438,1616391319752,1616391319666,86,11
1616391320,168438,1616391320262,1616391320168,94,8
1616391320,670438,1616391320774,1616391320670,104,10
1616391321,172438,1616391321286,1616391321172,114,10
1616391321,674438,1616391321799,1616391321674,125,11
1616391322,175438,1616391322309,1616391322175,134,9
1616391322,677438,1616391322072,1616391322677,0,134
1616391323,179438,1616391323232,1616391323179,53,53
1616391323,681438,1616391323746,1616391323681,65,12
1616391324,183438,1616391324256,1616391324183,73,8
1616391324,685438,1616391324768,1616391324685,83,10
1616391325,187438,1616391325028,1616391325187,0,83
1616391325,689438,1616391325792,1616391325689,103,103
1616391326,191438,1616391326031,1616391326191,0,103
1616391326,693438,1616391326816,1616391326693,123,123
1616391327,195438,1616391327033,1616391327195,0,123
1616391327,697438,1616391327738,1616391327697,41,41
1616391328,199438,1616391328025,1616391328199,0,41
1616391328,701438,1616391328762,1616391328701,61,61
1616391329,203438,1616391329274,1616391329203,71,10
1616391329,705438,1616391329786,1616391329705,81,10
1616391330,207438,1616391330298,1616391330207,91,10
1616391330,709438,1616391330081,1616391330709,0,91
1616391331,211438,1616391331323,1616391331211,112,112
1616391331,713438,1616391331834,1616391331713,121,9
1616391332,215438,1616391332346,1616391332215,131,10
1616391332,717438,1616391332756,1616391332717,39,92
1616391333,219438,1616391333266,1616391333219,47,8
1616391333,721438,1616391333078,1616391333721,0,47
1616391334,223438,1616391334292,1616391334223,69,69
1616391334,725438,1616391334805,1616391334725,80,11
1616391335,227438,1616391335316,1616391335227,89,9
1616391335,729438,1616391335828,1616391335729,99,10
1616391336,231438,1616391336034,1616391336231,0,99
1616391336,733438,1616391336852,1616391336733,119,119
1616391337,235438,1616391337364,1616391337235,129,10
1616391337,738438,1616391337773,1616391337738,35,94
1616391338,240438,1616391338282,1616391338240,42,7
1616391338,742438,1616391338799,1616391338742,57,15
1616391339,244438,1616391339309,1616391339244,65,8
1616391339,746438,1616391339821,1616391339746,75,10
1616391340,248438,1616391340329,1616391340248,81,6
1616391340,750438,1616391340845,1616391340750,95,14
1616391341,252438,1616391341358,1616391341252,106,11
1616391341,754438,1616391341869,1616391341754,115,9
1616391342,256438,1616391342382,1616391342256,126,11
1616391342,757438,1616391342893,1616391342757,136,10
1616391343,259438,1616391343303,1616391343259,44,92
1616391343,761438,1616391343815,1616391343761,54,10
1616391344,263438,1616391344327,1616391344263,64,10
1616391344,765438,1616391344839,1616391344765,74,10
1616391345,267438,1616391345351,1616391345267,84,10
1616391345,769438,1616391345863,1616391345769,94,10
1616391346,271438,1616391346376,1616391346271,105,11
1616391346,773438,1616391346887,1616391346773,114,9
1616391347,275438,1616391347398,1616391347275,123,9
1616391347,776438,1616391347911,1616391347776,135,12
1616391348,278438,1616391348321,1616391348278,43,92
1616391348,780438,1616391348833,1616391348780,53,10
1616391349,282438,1616391349345,1616391349282,63,10
1616391349,784438,1616391349858,1616391349784,74,11
1616391350,286438,1616391350368,1616391350286,82,8
1616391350,788438,1616391350881,1616391350788,93,11
1616391351,290438,1616391351393,1616391351290,103,10
1616391351,792438,1616391351905,1616391351792,113,10
1616391352,294438,1616391352414,1616391352294,120,7
1616391352,796437,1616391352929,1616391352796,133,13
1616391353,298437,1616391353338,1616391353298,40,93
1616391353,800437,1616391353851,1616391353800,51,11
1616391354,302437,1616391354362,1616391354302,60,9
1616391354,804437,1616391354874,1616391354804,70,10
1616391355,306437,1616391355386,1616391355306,80,10
