s,us,chegada,envio,delay_ms,jitter_ms
1616391205,570478,1616391206009,1616391205570,439,0
1616391206,72474,1616391206093,1616391206072,21,418
1616391206,573474,1616391206007,1616391206573,0,21
1616391207,74474,1616391207214,1616391207074,140,140
1616391207,576474,1616391207622,1616391207576,46,94
1616391208,78474,1616391208001,1616391208078,0,46
1616391208,580474,1616391208646,1616391208580,66,66
1616391209,82474,1616391209157,1616391209082,75,9
1616391209,584474,1616391209669,1616391209584,85,10
1616391210,86474,1616391210108,1616391210086,22,63
1616391210,588474,1616391210695,1616391210588,107,85
1616391211,90474,1616391211205,1616391211090,115,8
1616391211,592474,1616391211615,1616391211592,23,92
1616391212,93474,1616391212221,1616391212093,128,105
1616391212,595474,1616391212639,1616391212595,44,84
1616391213,97474,1616391213151,1616391213097,54,10
1616391213,599474,1616391213663,1616391213599,64,10
1616391214,101474,1616391214175,1616391214101,74,10
1616391214,603474,1616391214687,1616391214603,84,10
1616391215,105474,1616391215199,1616391215105,94,10
1616391215,607474,1616391215711,1616391215607,104,10
1616391216,109474,1616391216223,1616391216109,114,10
1616391216,611474,1616391216734,1616391216611,123,9
1616391217,113474,1616391217247,1616391217113,134,11
1616391217,615474,1616391217657,1616391217615,42,92
1616391218,117474,1616391218017,1616391218117,0,42
1616391218,619474,1616391218068,1616391218619,0,0
1616391219,121474,1616391219192,1616391219121,71,71
1616391219,623474,1616391219706,1616391219623,83,12
1616391220,125474,1616391220216,1616391220125,91,8
1616391220,627474,1616391220728,1616391220627,101,10
1616391221,129474,1616391221024,1616391221129,0,101
1616391221,631479,1616391221754,1616391221631,123,123
1616391222,133474,1616391222264,1616391222133,131,8
1616391222,635474,1616391222674,1616391222635,39,92
1616391223,137474,1616391223186,1616391223137,49,10
1616391223,639474,1616391223698,1616391223639,59,10
1616391224,141474,1616391224021,1616391224141,0,59
1616391224,643474,1616391224722,1616391224643,79,79
1616391225,145474,1616391225234,1616391225145,89,10
1616391225,647474,1616391225746,1616391225647,99,10
1616391226,149474,1616391226258,1616391226149,109,10
1616391226,651474,1616391226077,1616391226651,0,109
1616391227,153474,1616391227282,1616391227153,129,129
1616391227,656474,1616391227692,1616391227656,36,93
1616391228,158474,1616391228204,1616391228158,46,10
1616391228,660474,1616391228716,1616391228660,56,10
1616391229,162474,1616391229229,1616391229162,67,11
1616391229,664474,1616391229074,1616391229664,0,67
1616391230,166474,1616391230252,1616391230166,86,86
1616391230,668474,1616391230764,1616391230668,96,10
1616391231,170474,1616391231276,1616391231170,106,10
1616391231,672474,1616391231788,1616391231672,116,10
1616391232,174474,1616391232003,1616391232174,0,116
1616391232,675474,1616391232813,1616391232675,138,138
1616391233,177474,1616391233221,1616391233177,44,94
1616391233,679474,1616391233733,1616391233679,54,10
1616391234,181474,1616391234246,1616391234181,65,11
1616391234,683474,1616391234757,1616391234683,74,9
1616391235,185474,1616391235269,1616391235185,84,10
1616391235,687474,1616391235781,1616391235687,94,10
1616391236,189474,1616391236029,1616391236189,0,94
1616391236,691474,1616391236807,1616391236691,116,116
1616391237,193474,1616391237317,1616391237193,124,8
1616391237,694474,1616391237829,1616391237694,135,11
1616391238,196474,1616391238239,1616391238196,43,92
1616391238,698474,1616391238751,1616391238698,53,10
1616391239,200474,1616391239263,1616391239200,63,10
1616391239,702474,1616391239775,1616391239702,73,10
1616391240,204474,1616391240288,1616391240204,84,11
1616391240,706474,1616391240799,1616391240706,93,9
1616391241,208474,1616391241311,1616391241208,103,10
1616391241,710474,1616391241823,1616391241710,113,10
1616391242,212474,1616391242333,1616391242212,121,8
1616391242,714474,1616391242847,1616391242714,133,12
1616391243,216474,1616391243257,1616391243216,41,92
1616391243,718474,1616391243077,1616391243718,0,41
1616391244,220474,1616391244281,1616391244220,61,61
1616391244,722474,1616391244793,1616391244722,71,10
1616391245,224474,1616391245305,1616391245224,81,10
1616391245,726474,1616391245817,1616391245726,91,10
1616391246,228474,1616391246329,1616391246228,101,10
1616391246,730474,1616391246841,1616391246730,111,10
1616391247,232474,1616391247353,1616391247232,121,10
1616391247,734474,1616391247866,1616391247734,132,11
1616391248,236474,1616391248271,1616391248236,35,97
1616391248,738474,1616391248786,1616391248738,48,13
1616391249,240474,1616391249298,1616391249240,58,10
1616391249,742474,1616391249081,1616391249742,0,58
1616391250,244474,1616391250318,1616391250244,74,74
1616391250,746474,1616391250834,1616391250746,88,14
1616391251,248473,1616391251347,1616391251248,99,11
1616391251,750473,1616391251858,1616391251750,108,9
1616391252,252473,1616391252371,1616391252252,119,11
1616391252,754473,1616391252882,1616391252754,128,9
1616391253,257473,1616391253292,1616391253257,35,93
1616391253,759473,1616391253804,1616391253759,45,10
1616391254,261473,1616391254316,1616391254261,55,10
1616391254,763473,1616391254781,1616391254763,18,37
1616391255,265473,1616391255287,1616391255265,22,4
1616391255,767473,1616391255852,1616391255767,85,63
1616391256,269473,1616391256364,1616391256269,95,10
1616391256,771473,1616391256876,1616391256771,105,10
1616391257,273473,1616391257395,1616391257273,122,17
1616391257,775473,1616391257009,1616391257775,0,122
1616391258,276473,1616391258412,1616391258276,136,136
1616391258,778473,1616391258823,1616391258778,45,91
1616391259,280473,1616391259334,1616391259280,54,9
1616391259,782473,1616391259846,1616391259782,64,10
1616391260,284473,1616391260365,1616391260284,81,17
1616391260,786473,1616391260087,1616391260786,0,81
1616391261,287473,1616391261382,1616391261287,95,95
1616391261,789473,1616391261894,1616391261789,105,10
1616391262,291473,1616391262407,1616391262291,116,11
1616391262,793473,1616391262918,1616391262793,125,9
1616391263,294473,1616391263437,1616391263294,143,18
1616391263,796473,1616391263839,1616391263796,43,100
1616391264,298473,1616391264351,1616391264298,53,10
1616391264,800473,1616391264863,1616391264800,63,10
1616391265,302473,1616391265375,1616391265302,73,10
