s,us,chegada,envio,delay_ms,jitter_ms
1616390824,822466,1616390824949,1616390824822,127,0
1616390825,825462,1616390825866,1616390825825,41,86
1616390826,827462,1616390826089,1616390826827,0,41
1616390827,829462,1616390827915,1616390827829,86,86
1616390828,831462,1616390828851,1616390828831,20,66
1616390829,833462,1616390829964,1616390829833,131,111
1616390830,836462,1616390830883,1616390830836,47,84
1616390831,838462,1616390831907,1616390831838,69,22
1616390832,840462,1616390832931,1616390832840,91,22
1616390833,842462,1616390833957,1616390833842,115,24
1616390834,844462,1616390834098,1616390834844,0,115
1616390835,846462,1616390835901,1616390835846,55,55
1616390836,848462,1616390836926,1616390836848,78,23
1616390837,850462,1616390837095,1616390837850,0,78
1616390838,852467,1616390838972,1616390838852,120,120
1616390839,854462,1616390839894,1616390839854,40,80
1616390840,856462,1616390840919,1616390840856,63,23
1616390841,858462,1616390841943,1616390841858,85,22
1616390842,860462,1616390842967,1616390842860,107,22
1616390843,862462,1616390843991,1616390843862,129,22
1616390844,865462,1616390844912,1616390844865,47,82
1616390845,867462,1616390845938,1616390845867,71,24
1616390846,869462,1616390846096,1616390846869,0,71
1616390847,871462,1616390847985,1616390847871,114,114
1616390848,873462,1616390849008,1616390848873,135,21
1616390849,875462,1616390849931,1616390849875,56,79
1616390850,877462,1616390850955,1616390850877,78,22
1616390851,879462,1616390851978,1616390851879,99,21
1616390852,881467,1616390853004,1616390852881,123,24
1616390853,883462,1616390853924,1616390853883,41,82
1616390854,885462,1616390854949,1616390854885,64,23
1616390855,887462,1616390855973,1616390855887,86,22
1616390856,889462,1616390856996,1616390856889,107,21
1616390857,891462,1616390858002,1616390857891,111,4
1616390858,894462,1616390858941,1616390858894,47,64
1616390859,896462,1616390859966,1616390859896,70,23
1616390860,898462,1616390860099,1616390860898,0,70
1616390861,900462,1616390862018,1616390861900,118,118
1616390862,902462,1616390863039,1616390862902,137,19
1616390863,904462,1616390863959,1616390863904,55,82
1616390864,906462,1616390864988,1616390864906,82,27
1616390865,908462,1616390866007,1616390865908,99,17
1616390866,910462,1616390867003,1616390866910,93,6
1616390867,913462,1616390867953,1616390867913,40,53
1616390868,915462,1616390868978,1616390868915,63,23
1616390869,917461,1616390870001,1616390869917,84,21
1616390870,919461,1616390871025,1616390870919,106,22
1616390871,921461,1616390872005,1616390871921,84,22
1616390872,924461,1616390872097,1616390872924,0,84
1616390873,926461,1616390874097,1616390873926,171,171
1616390874,928461,1616390875016,1616390874928,88,83
1616390875,930461,1616390876044,1616390875930,114,26
1616390876,932461,1616390877066,1616390876932,134,20
1616390877,934461,1616390877988,1616390877934,54,80
1616390878,936461,1616390879011,1616390878936,75,21
1616390879,938461,1616390880037,1616390879938,99,24
1616390880,940473,1616390881059,1616390880940,119,20
1616390881,942461,1616390881982,1616390881942,40,79
1616390882,944461,1616390883009,1616390882944,65,25
1616390883,946461,1616390884031,1616390883946,85,20
