s,us,chegada,envio,delay_ms,jitter_ms
1616392805,245483,1616392805271,1616392805245,26,0
1616392806,247479,1616392806384,1616392806247,137,111
1616392807,249479,1616392807305,1616392807249,56,81
1616392808,251479,1616392808329,1616392808251,78,22
1616392809,253479,1616392809274,1616392809253,21,57
1616392810,255479,1616392810377,1616392810255,122,101
1616392811,257479,1616392811298,1616392811257,41,81
1616392812,259479,1616392812325,1616392812259,66,25
1616392813,261479,1616392813346,1616392813261,85,19
1616392814,263479,1616392814037,1616392814263,0,85
1616392815,265479,1616392815392,1616392815265,127,127
1616392816,268479,1616392816313,1616392816268,45,82
1616392817,270479,1616392817339,1616392817270,69,24
1616392818,272479,1616392818467,1616392818272,195,126
1616392819,273479,1616392819387,1616392819273,114,81
1616392820,275479,1616392820411,1616392820275,136,22
1616392821,277479,1616392821298,1616392821277,21,115
1616392822,279479,1616392822357,1616392822279,78,57
1616392823,281479,1616392823381,1616392823281,100,22
1616392824,283479,1616392824402,1616392824283,119,19
1616392825,286479,1616392825327,1616392825286,41,78
1616392826,288479,1616392826035,1616392826288,0,41
1616392827,290479,1616392827375,1616392827290,85,85
1616392828,292479,1616392828398,1616392828292,106,21
1616392829,293479,1616392829423,1616392829293,130,24
1616392830,295479,1616392830344,1616392830295,49,81
1616392831,297479,1616392831368,1616392831297,71,22
1616392832,299479,1616392832392,1616392832299,93,22
1616392833,301479,1616392833416,1616392833301,115,22
1616392834,303479,1616392834334,1616392834303,31,84
1616392835,305479,1616392835362,1616392835305,57,26
1616392836,307479,1616392836386,1616392836307,79,22
1616392837,309479,1616392837408,1616392837309,99,20
1616392838,311479,1616392838434,1616392838311,123,24
1616392839,314479,1616392839355,1616392839314,41,82
1616392840,316479,1616392840038,1616392840316,0,41
1616392841,318479,1616392841403,1616392841318,85,85
1616392842,320479,1616392842427,1616392842320,107,22
1616392843,322479,1616392843451,1616392843322,129,22
1616392844,324479,1616392844037,1616392844324,0,129
1616392845,326479,1616392845396,1616392845326,70,70
1616392846,328479,1616392846042,1616392846328,0,70
1616392847,330479,1616392847444,1616392847330,114,114
1616392848,332479,1616392848366,1616392848332,34,80
1616392849,334479,1616392849039,1616392849334,0,34
1616392850,336478,1616392850414,1616392850336,78,78
1616392851,338478,1616392851438,1616392851338,100,22
1616392852,340478,1616392852462,1616392852340,122,22
1616392853,343478,1616392853383,1616392853343,40,82
1616392854,345478,1616392854407,1616392854345,62,22
1616392855,347478,1616392855433,1616392855347,86,24
1616392856,349478,1616392856455,1616392856349,106,20
1616392857,351478,1616392857479,1616392857351,128,22
1616392858,353478,1616392858403,1616392858353,50,78
1616392859,355478,1616392859425,1616392859355,70,20
1616392860,357478,1616392860449,1616392860357,92,22
1616392861,359478,1616392861473,1616392861359,114,22
1616392862,361478,1616392862394,1616392862361,33,81
1616392863,363478,1616392863418,1616392863363,55,22
1616392864,365478,1616392864443,1616392864365,78,23
