s,us,chegada,envio,delay_ms,jitter_ms
1616390917,18478,1616390917111,1616390917018,93,0
1616390918,19474,1616390918131,1616390918019,112,19
1616390919,21474,1616390919153,1616390919021,132,20
1616390920,23474,1616390920078,1616390920023,55,77
1616390921,25474,1616390921046,1616390921025,21,34
1616390922,27474,1616390922125,1616390922027,98,77
1616390923,29474,1616390923149,1616390923029,120,22
1616390924,31474,1616390924007,1616390924031,0,120
1616390925,33474,1616390925095,1616390925033,62,62
1616390926,35474,1616390926118,1616390926035,83,21
1616390927,37474,1616390927145,1616390927037,108,25
1616390928,39474,1616390928167,1616390928039,128,20
1616390929,41474,1616390929087,1616390929041,46,82
1616390930,43474,1616390930112,1616390930043,69,23
1616390931,45474,1616390931034,1616390931045,0,69
1616390932,46474,1616390932159,1616390932046,113,113
1616390933,48474,1616390933185,1616390933048,137,24
1616390934,50474,1616390934106,1616390934050,56,81
1616390935,52474,1616390935013,1616390935052,0,56
1616390936,54474,1616390936154,1616390936054,100,100
1616390937,56474,1616390937178,1616390937056,122,22
1616390938,59474,1616390938099,1616390938059,40,82
1616390939,61474,1616390939123,1616390939061,62,22
1616390940,63474,1616390940149,1616390940063,86,24
1616390941,65474,1616390941017,1616390941065,0,86
1616390942,67474,1616390942194,1616390942067,127,127
1616390943,70474,1616390943116,1616390943070,46,81
1616390944,72474,1616390944141,1616390944072,69,23
1616390945,74474,1616390945165,1616390945074,91,22
1616390946,76474,1616390946189,1616390946076,113,22
1616390947,78474,1616390947214,1616390947078,136,23
1616390948,80474,1616390948134,1616390948080,54,82
1616390949,82474,1616390949157,1616390949082,75,21
1616390950,84474,1616390950183,1616390950084,99,24
1616390951,86477,1616390951207,1616390951086,121,22
1616390952,88474,1616390952127,1616390952088,39,82
1616390953,90474,1616390953152,1616390953090,62,23
1616390954,92474,1616390954176,1616390954092,84,22
1616390955,94474,1616390955002,1616390955094,0,84
1616390956,96474,1616390956225,1616390956096,129,129
1616390957,99474,1616390957146,1616390957099,47,82
1616390958,101474,1616390958017,1616390958101,0,47
1616390959,103474,1616390959195,1616390959103,92,92
1616390960,105474,1616390960219,1616390960105,114,22
1616390961,107474,1616390961241,1616390961107,134,20
1616390962,109474,1616390962163,1616390962109,54,80
1616390963,111474,1616390963188,1616390963111,77,23
1616390964,113473,1616390964211,1616390964113,98,21
1616390965,115476,1616390965236,1616390965115,121,23
1616390966,117473,1616390966157,1616390966117,40,81
1616390967,119473,1616390967181,1616390967119,62,22
1616390968,121473,1616390968206,1616390968121,85,23
1616390969,123473,1616390969231,1616390969123,108,23
1616390970,125473,1616390970253,1616390970125,128,20
1616390971,128473,1616390971175,1616390971128,47,81
1616390972,130473,1616390972202,1616390972130,72,25
1616390973,132473,1616390973225,1616390973132,93,21
1616390974,134473,1616390974248,1616390974134,114,21
1616390975,136473,1616390975271,1616390975136,135,21
1616390976,138473,1616390976195,1616390976138,57,78
