s,us,chegada,envio,delay_ms,jitter_ms
1616392572,206448,1616392572306,1616392572206,100,0
1616392572,708444,1616392572814,1616392572708,106,6
1616392573,210444,1616392573325,1616392573210,115,9
1616392573,712444,1616392573734,1616392573712,22,93
1616392574,213444,1616392574349,1616392574213,136,114
1616392574,715444,1616392574733,1616392574715,18,118
1616392575,217444,1616392575267,1616392575217,50,32
1616392575,719444,1616392575784,1616392575719,65,15
1616392576,221444,1616392576296,1616392576221,75,10
1616392576,723444,1616392576742,1616392576723,19,56
1616392577,225444,1616392577316,1616392577225,91,72
1616392577,727444,1616392577083,1616392577727,0,91
1616392578,229444,1616392578341,1616392578229,112,112
1616392578,731444,1616392578854,1616392578731,123,11
1616392579,232444,1616392579366,1616392579232,134,11
1616392579,734444,1616392579778,1616392579734,44,90
1616392580,235444,1616392580284,1616392580235,49,5
1616392580,737444,1616392580008,1616392580737,0,49
1616392581,239444,1616392581311,1616392581239,72,72
1616392581,741444,1616392581821,1616392581741,80,8
1616392582,243444,1616392582335,1616392582243,92,12
1616392582,745444,1616392582848,1616392582745,103,11
1616392583,247444,1616392583036,1616392583247,0,103
1616392583,749444,1616392583872,1616392583749,123,123
1616392584,250444,1616392584384,1616392584250,134,11
1616392584,752444,1616392584079,1616392584752,0,134
1616392585,254444,1616392585301,1616392585254,47,47
1616392585,756444,1616392585815,1616392585756,59,12
1616392586,258444,1616392586327,1616392586258,69,10
1616392586,760444,1616392586838,1616392586760,78,9
1616392587,262444,1616392587352,1616392587262,90,12
1616392587,764444,1616392587864,1616392587764,100,10
1616392588,266444,1616392588377,1616392588266,111,11
1616392588,768444,1616392588888,1616392588768,120,9
1616392589,271444,1616392589398,1616392589271,127,7
1616392589,773444,1616392589808,1616392589773,35,92
1616392590,275444,1616392590321,1616392590275,46,11
1616392590,777444,1616392590835,1616392590777,58,12
1616392591,279444,1616392591347,1616392591279,68,10
1616392591,781444,1616392592476,1616392591781,695,627
1616392592,282444,1616392592476,1616392592282,194,501
1616392592,783444,1616392592879,1616392592783,96,98
1616392593,285444,1616392593392,1616392593285,107,11
1616392593,787451,1616392593907,1616392593787,120,13
1616392594,289444,1616392594042,1616392594289,0,120
1616392594,791444,1616392594828,1616392594791,37,37
1616392595,293444,1616392595341,1616392595293,48,11
1616392595,795444,1616392595852,1616392595795,57,9
1616392596,297444,1616392596364,1616392596297,67,10
1616392596,799444,1616392596876,1616392596799,77,10
1616392597,301444,1616392597389,1616392597301,88,11
1616392597,803444,1616392597901,1616392597803,98,10
1616392598,305444,1616392598412,1616392598305,107,9
1616392598,807444,1616392598924,1616392598807,117,10
1616392599,309444,1616392599436,1616392599309,127,10
1616392599,812444,1616392599846,1616392599812,34,93
1616392600,314444,1616392600357,1616392600314,43,9
1616392600,816444,1616392600087,1616392600816,0,43
1616392601,318444,1616392601382,1616392601318,64,64
1616392601,820444,1616392601894,1616392601820,74,10
1616392602,322444,1616392602403,1616392602322,81,7
1616392602,824444,1616392602918,1616392602824,94,13
1616392603,326444,1616392603043,1616392603326,0,94
1616392603,828444,1616392603942,1616392603828,114,114
1616392604,330444,1616392604454,1616392604330,124,10
1616392604,831444,1616392604966,1616392604831,135,11
1616392605,333444,1616392605376,1616392605333,43,92
1616392605,835444,1616392605887,1616392605835,52,9
1616392606,337444,1616392606399,1616392606337,62,10
1616392606,839444,1616392606911,1616392606839,72,10
1616392607,341444,1616392607423,1616392607341,82,10
1616392607,843444,1616392607935,1616392607843,92,10
1616392608,345444,1616392608447,1616392608345,102,10
1616392608,847444,1616392608959,1616392608847,112,10
1616392609,349444,1616392609471,1616392609349,122,10
1616392609,850444,1616392609983,1616392609850,133,11
1616392610,352444,1616392610392,1616392610352,40,93
1616392610,854444,1616392610905,1616392610854,51,11
1616392611,356444,1616392611422,1616392611356,66,15
1616392611,858444,1616392611928,1616392611858,70,4
1616392612,360444,1616392612044,1616392612360,0,70
1616392612,862444,1616392612954,1616392612862,92,92
1616392613,364444,1616392613045,1616392613364,0,92
1616392613,866444,1616392613885,1616392613866,19,19
1616392614,368444,1616392614488,1616392614368,120,101
1616392614,871444,1616392615001,1616392614871,130,10
1616392615,373444,1616392615041,1616392615373,0,130
1616392615,875444,1616392615922,1616392615875,47,47
1616392616,377444,1616392616434,1616392616377,57,10
1616392616,879444,1616392616947,1616392616879,68,11
1616392617,381444,1616392617458,1616392617381,77,9
1616392617,883444,1616392617097,1616392617883,0,77
1616392618,385444,1616392618482,1616392618385,97,97
1616392618,887444,1616392618904,1616392618887,17,80
1616392619,389443,1616392619506,1616392619389,117,100
1616392619,891443,1616392620016,1616392619891,125,8
1616392620,393443,1616392620427,1616392620393,34,91
1616392620,895443,1616392620939,1616392620895,44,10
1616392621,397443,1616392621452,1616392621397,55,11
1616392621,899443,1616392621964,1616392621899,65,10
1616392622,401443,1616392622475,1616392622401,74,9
1616392622,903443,1616392622973,1616392622903,70,4
1616392623,405443,1616392623499,1616392623405,94,24
1616392623,907443,1616392624001,1616392623907,94,0
1616392624,409443,1616392624525,1616392624409,116,22
1616392624,911443,1616392625138,1616392624911,227,111
1616392625,413443,1616392625445,1616392625413,32,195
1616392625,915443,1616392625957,1616392625915,42,10
1616392626,417443,1616392626469,1616392626417,52,10
1616392626,919443,1616392626981,1616392626919,62,10
1616392627,421443,1616392627493,1616392627421,72,10
1616392627,923443,1616392628007,1616392627923,84,12
1616392628,425443,1616392628517,1616392628425,92,8
1616392628,927443,1616392629029,1616392628927,102,10
1616392629,429443,1616392629541,1616392629429,112,10
1616392629,931443,1616392630053,1616392629931,122,10
1616392630,432443,1616392630573,1616392630432,141,19
1616392630,934443,1616392630975,1616392630934,41,100
1616392631,436443,1616392631486,1616392631436,50,9
1616392631,938443,1616392632002,1616392631938,64,14
