s,us,chegada,envio,delay_ms,jitter_ms
1616392889,760487,1616392889838,1616392889760,78,0
1616392890,762483,1616392890779,1616392890762,17,61
1616392891,764486,1616392891892,1616392891764,128,111
1616392892,766483,1616392892805,1616392892766,39,89
1616392893,768483,1616392893789,1616392893768,21,18
1616392894,770483,1616392894853,1616392894770,83,62
1616392895,772483,1616392895879,1616392895772,107,24
1616392896,774483,1616392896903,1616392896774,129,22
1616392897,777483,1616392897823,1616392897777,46,83
1616392898,779483,1616392898085,1616392898779,0,46
1616392899,781483,1616392899802,1616392899781,21,21
1616392900,783483,1616392900896,1616392900783,113,92
1616392901,785483,1616392901092,1616392901785,0,113
1616392902,787483,1616392902842,1616392902787,55,55
1616392903,789483,1616392903865,1616392903789,76,21
1616392904,791483,1616392904899,1616392904791,108,32
1616392905,793486,1616392905813,1616392905793,20,88
1616392906,795483,1616392906835,1616392906795,40,20
1616392907,797483,1616392907859,1616392907797,62,22
1616392908,799483,1616392908883,1616392908799,84,22
1616392909,801483,1616392909908,1616392909801,107,23
1616392910,803483,1616392910823,1616392910803,20,87
1616392911,806483,1616392911854,1616392911806,48,28
1616392912,808483,1616392912876,1616392912808,68,20
1616392913,810483,1616392913901,1616392913810,91,23
1616392914,812483,1616392914091,1616392914812,0,91
1616392915,814483,1616392915838,1616392915814,24,24
1616392916,816483,1616392916087,1616392916816,0,24
1616392917,818483,1616392917894,1616392917818,76,76
1616392918,820483,1616392918918,1616392918820,98,22
1616392919,822491,1616392919944,1616392919822,122,24
1616392920,824483,1616392920864,1616392920824,40,82
1616392921,826483,1616392921889,1616392921826,63,23
1616392922,828483,1616392922913,1616392922828,85,22
1616392923,830483,1616392923936,1616392923830,106,21
1616392924,832483,1616392924957,1616392924832,125,19
1616392925,835483,1616392925881,1616392925835,46,79
1616392926,837483,1616392926856,1616392926837,19,27
1616392927,839483,1616392927093,1616392927839,0,19
1616392928,841483,1616392928952,1616392928841,111,111
1616392929,843483,1616392929976,1616392929843,133,22
1616392930,845483,1616392930009,1616392930845,0,133
1616392931,847483,1616392931923,1616392931847,76,76
1616392932,849483,1616392932945,1616392932849,96,20
1616392933,851483,1616392933969,1616392933851,118,22
1616392934,854483,1616392934893,1616392934854,39,79
1616392935,856482,1616392935916,1616392935856,60,21
1616392936,858482,1616392936941,1616392936858,83,23
1616392937,860482,1616392937962,1616392937860,102,19
1616392938,862482,1616392938986,1616392938862,124,22
1616392939,865482,1616392939091,1616392939865,0,124
1616392940,867482,1616392940934,1616392940867,67,67
1616392941,869482,1616392941955,1616392941869,86,19
1616392942,871482,1616392942982,1616392942871,111,25
1616392943,873482,1616392944008,1616392943873,135,24
1616392944,875482,1616392944928,1616392944875,53,82
1616392945,877482,1616392945949,1616392945877,72,19
1616392946,879482,1616392946975,1616392946879,96,24
1616392947,881485,1616392948001,1616392947881,120,24
1616392948,883482,1616392948923,1616392948883,40,80
